HSCEDM14F00011,P00015,0,4732,FEDERAL ACQUISITION SERVICE,GS21F0017Y,PA0007ADDRESSCHG,838486.36,838486.36,4224131.67,0,5568643.41,29/04/2016,29/04/16 00:00,30/04/17 00:00,31/10/19 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDLG,DETENTION MANAGEMENT - LAGUNA,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70C0FA,OFFICE OF FACILITIES ADMINISTRATION,X,NOT APPLICABLE,,,784737723,"ALUTIIQ DIVERSIFIED SERVICES, LLC",,,AFOGNAK NATIVE CORPORATION,52089695,USA,UNITED STATES,3909 ARCTIC BLVD STE 500,,ANCHORAGE,AK,ALASKA,995035770,0,9072229500,9072229501,USA,UNITED STATES,FLORENCE,PINAL,AZ,ARIZONA,851329438,1,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF  FACILITES MAINTENANCE SOLICITATION,G,EXERCISE AN OPTION,HSCEDM-13-Q-00021,1,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,A,FAR 52.223-4 INCLUDED,A,U.S. OWNED BUSINESS,,,,,A,MEETS REQUIREMENTS,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,7,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,N,NO,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,182,5963434,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,30/03/18 12:04,2016
HSCEDM16J00003,P00007,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM15D00001,0,3119840,3119840,41603401.74,3119840,41603401.74,30/08/2016,30/08/16 00:00,30/11/16 00:00,30/11/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CPSC,ENFORCMNTREMOVL SPC PORT ISABEL,X,NOT APPLICABLE,,,609636910,"AHTNA SUPPORT AND TRAINING SERVICES, LLC",,,AHTNA  INCORPORATED,69586055,USA,UNITED STATES,110 W 38TH AVE STE 200D,,ANCHORAGE,AK,ALASKA,995035677,0,9073346477,9073346750,USA,UNITED STATES,ANCHORAGE,ANCHORAGE,AK,ALASKA,995035677,0,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF,C,FUNDING ONLY ACTION,HSCEDM-14-R-00003,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,8A,8A COMPETED,NONE,NO PREFERENCE USED,,,,,,,6,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,N,NO,X,NOT APPLICABLE,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,165,17019000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,28/02/18 15:07,2016
HSCEMS16F00009,0,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM14A00002,P00005,9820.74,9820.74,9820.74,9820.74,9820.74,23/12/2015,23/12/15 00:00,29/02/16 00:00,29/02/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,MSDC0,MISSION SUPPORT WASHINGTON,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ICEOFA,OFFICE OF FACILITIES ADMINISTRATION ,X,NOT APPLICABLE,,,131666708,"KCORP TECHNOLOGY SERVICES, INC.",,,K'OYITL'OTS'INA LIMITED,943392522,USA,UNITED STATES,1603 COLLEGE RD,,FAIRBANKS,AK,ALASKA,997094175,0,9074528119,9074528109,USA,UNITED STATES,LOS FRESNOS,CAMERON,TX,TEXAS,785660004,34,AWARD,A,BPA CALL,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF INSTALLATION AND REPLACEMENT OF INDUSTRIAL WASHING MACHINE AT THE PORT ISABEL DETENTION CENTER,,,,1,Z2HB,REPAIR OR ALTERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,D,NOT A BUNDLED REQUIREMENT,,,561210,FACILITIES SUPPORT SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,1,A,COMMERCIAL ITEM,f,N,NO,N,NO,,,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,E,BPA,S,SINGLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,327,29400000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,28/02/18 15:07,2016
HSCEMS16F00015,0,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM14A00002,P00005,30936.15,30936.15,30936.15,30936.15,30936.15,01/04/2016,01/04/16 00:00,31/03/17 00:00,31/03/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CMSW,MISSION SUPPORT WASHINGTON,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70C0FA,OFFICE OF FACILITIES ADMINISTRATION,X,NOT APPLICABLE,,,131666708,"KCORP TECHNOLOGY SERVICES, INC.",,,K'OYITL'OTS'INA LIMITED,943392522,USA,UNITED STATES,1603 COLLEGE RD,,FAIRBANKS,AK,ALASKA,997094175,0,9074528119,9074528109,USA,UNITED STATES,LOS FRESNOS,CAMERON,TX,TEXAS,785660004,34,AWARD,A,BPA CALL,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF EMERGENCY SERVICES FOR 12 MONTHS OF MOSQUITO LARVICIDE AND FOGGER SERVICES AT THE PORT ISABLE DETENTION CENTER,,,,1,F105,ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,561210,FACILITIES SUPPORT SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,,NONE,NO PREFERENCE USED,,,OSA,OTHER STATUTORY AUTHORITY,,,1,A,COMMERCIAL ITEM,f,N,NO,N,NO,,,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,E,BPA,S,SINGLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,327,29400000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,24/04/18 10:49,2016
HSCEMS16F00026,0,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM14A00002,P00005,131016,131016,131016,131016,131016,16/06/2016,20/06/16 00:00,20/07/16 00:00,20/07/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CMSW,MISSION SUPPORT WASHINGTON,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70C0FA,OFFICE OF FACILITIES ADMINISTRATION,X,NOT APPLICABLE,,,131666708,"KCORP TECHNOLOGY SERVICES, INC.",,,K'OYITL'OTS'INA LIMITED,943392522,USA,UNITED STATES,1603 COLLEGE RD,,FAIRBANKS,AK,ALASKA,997094175,0,9074528119,9074528109,USA,UNITED STATES,LOS FRESNOS,CAMERON,TX,TEXAS,785660004,34,AWARD,A,BPA CALL,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF REPLACEMENT OF THE OBSOLETE NURSE CALL STATION CONTROLLER AND RESTORE ALL REMOTE BUTTON FUNCTIONALITY.,,,,1,Z2HB,REPAIR OR ALTERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,D,NOT A BUNDLED REQUIREMENT,,,561210,FACILITIES SUPPORT SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,1,A,COMMERCIAL ITEM,f,N,NO,N,NO,N,NO,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,E,BPA,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,327,29400000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,28/02/18 15:07,2016
HSCEMS16P00016,0,0,,,,,146642.03,146642.03,146642.03,146642.03,146642.03,26/04/2016,20/04/16 00:00,19/04/17 00:00,19/04/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CMSW,MISSION SUPPORT WASHINGTON,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70C0FA,OFFICE OF FACILITIES ADMINISTRATION,X,NOT APPLICABLE,,,790993252,"KCORP SUPPORT SERVICES, INC.",,,K'OYITL'OTS'INA LIMITED,943392522,USA,UNITED STATES,1603 COLLEGE RD,,FAIRBANKS,AK,ALASKA,997094175,0,9074528119,9074528109,USA,UNITED STATES,LOS FRESNOS,CAMERON,TX,TEXAS,785660004,34,AWARD,B,PURCHASE ORDER,,,,,,,J,FIRM FIXED PRICE,"IGF::OT::IGF 12 MONTHS OF SOLID WASTE DISPOSAL AT THE PORT ISABEL DETENTION CENTER LOCATED AT 341 BUENA VISTA ROAD, LOS FRESNOLS, TX 78566.",,,,1,J045,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",D,NOT A BUNDLED REQUIREMENT,,,561210,FACILITIES SUPPORT SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,G,NOT COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,8AN,8(A) SOLE SOURCE ,NONE,NO PREFERENCE USED,,,,,OTH,AUTHORIZED BY STATUTE,1,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,B,OTHER UNDEFINITIZED ACTION,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,164,8254406,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,28/02/18 15:06,2016
HSCEDM16J00021,P00009,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM14D00002,0,0,0,48432542.79,0,48432542.79,01/05/2016,01/05/16 00:00,30/04/17 00:00,20/10/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70C0TD,OFFICE OF TRAINING AND DEVELOPMENT,X,NOT APPLICABLE,,,832895085,"AKIMA GLOBAL SERVICES, LLC",,5UVQ9,NANA REGIONAL CORPORATION INC,79253761,USA,UNITED STATES,3901 OLD INTERNATIONAL AIRPORT RD STE 200-G,,ANCHORAGE,AK,ALASKA,99502,0,7037666837,7037666906,USA,UNITED STATES,MIAMI,MIAMI-DADE,FL,FLORIDA,331942800,25,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF  DE-OBLIGATE REMAINING FUNDS,M,OTHER ADMINISTRATIVE ACTION,,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,,,NONE,NO PREFERENCE USED,,,,,,,,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,Y,YES,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,KROME SPC,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,59,3860707,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,19/06/18 15:08,2016
HSCEDM16CHS002,P00001,0,,,,,0,0,15380,0,30760,22/09/2016,22/09/16 00:00,12/10/21 00:00,12/10/21 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CEMD,ENFORCMNTREMOVL OPNS HQ ENF MNGMT,X,NOT APPLICABLE,,,136890881,"TALTON COMMUNICATIONS, INC.",,,TALTON COMMUNICATIONS  INC.,136890881,USA,UNITED STATES,910 RAVENWOOD DR,,SELMA,AL,ALABAMA,367016723,7,3348770704,3348720572,USA,UNITED STATES,SELMA,DALLAS,AL,ALABAMA,367016723,7,AWARD,D,DEFINITIVE CONTRACT,,,,,,,J,FIRM FIXED PRICE,DETAINEE TELEPHONE SERVICES (DTS-VI),M,OTHER ADMINISTRATIVE ACTION,HSCECR-15-R-00001,1,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,D,NOT A BUNDLED REQUIREMENT,,,517911,TELECOMMUNICATIONS RESELLERS,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,A,FULL AND OPEN COMPETITION,NP,NEGOTIATED PROPOSAL/QUOTE,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,,,,,5,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,0,N,NO,N,NO,N,NO,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,22,10000000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,30/11/17 12:56,2016
HSCEDM16P00003,P00001,0,,,,,-2.9,-2.9,10330.22,-2.9,10330.22,12/05/2016,12/05/16 00:00,03/12/15 00:00,11/06/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,X,NOT APPLICABLE,,,61141891,"SHOE CORPORATION OF BIRMINGHAM, INC.",,,SHOE CORPORATION OF BIRMINGHAM  INC.,61141891,USA,UNITED STATES,125 45TH PLACE N,,BIRMINGHAM,AL,ALABAMA,352221613,7,2053974261,2053262808,USA,UNITED STATES,BIRMINGHAM,JEFFERSON,AL,ALABAMA,352221613,7,AWARD,B,PURCHASE ORDER,,,,,,,J,FIRM FIXED PRICE,NAVY CANVAS SHOES,C,FUNDING ONLY ACTION,,1,8430,"FOOTWEAR, MEN'S",D,NOT A BUNDLED REQUIREMENT,,,316210,FOOTWEAR MANUFACTURING,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,D,MFG IN U.S.,B,PLAN NOT REQUIRED ,F,COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,5,A,COMMERCIAL ITEM,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,X,NOT APPLICABLE,,,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,12,6000000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,28/02/18 15:06,2016
HSCEDM16P00053,0,0,,,,,22096,22096,22096,22096,22096,01/04/2016,01/04/16 00:00,02/05/16 00:00,02/05/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CPSC,ENFORCMNTREMOVL SPC PORT ISABEL,X,NOT APPLICABLE,,,61141891,"SHOE CORPORATION OF BIRMINGHAM, INC.",,,SHOE CORPORATION OF BIRMINGHAM  INC.,61141891,USA,UNITED STATES,125 45TH PLACE N,,BIRMINGHAM,AL,ALABAMA,352221613,7,2053974261,2053262808,USA,UNITED STATES,BIRMINGHAM,JEFFERSON,AL,ALABAMA,352221613,7,AWARD,B,PURCHASE ORDER,,,,,,,J,FIRM FIXED PRICE,NAVY CANVAS SLIP-ON SHOES PORT ISABEL DETENTION CENTER.,,,,1,8430,"FOOTWEAR, MEN'S",D,NOT A BUNDLED REQUIREMENT,,,316210,FOOTWEAR MANUFACTURING,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,D,MFG IN U.S.,B,PLAN NOT REQUIRED ,F,COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,12,A,COMMERCIAL ITEM,f,N,NO,N,NO,N,NO,N,NO,,N,NO,N,NO,N,NO,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,X,NOT APPLICABLE,,,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,12,6000000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,28/02/18 15:06,2016
