HSCEDM12D00005,P00043,,,,,,0,,,1988065,178401494.36,28/09/2017,28/09/17 00:00,,,31/10/17 00:00,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CFA0,ENFORCMNTREMOVL FOD SAN ANTONIO,X,NOT APPLICABLE,,,879740454,"TRAILBOSS ENTERPRISES, INC.",,,TRAILBOSS ENTERPRISES  INC.,879740454,USA,UNITED STATES,201 EAST 3RD AVE,,ANCHORAGE,AK,ALASKA,995012503,0,9073388243,9073380869,,,,,,,,,IDV,,,B,IDC,S,SINGLE AWARD,A,INDEFINITE DELIVERY / REQUIREMENTS,J,FIRM FIXED PRICE,IGF::OT::IGF - DETENTION TRANSPORTATION,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,HSCEDM-12-R-00007,,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,,,,,,,B,PLAN NOT REQUIRED ,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,6,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,,,X,NOT APPLICABLE,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,240,14126533,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,28/09/17 12:56,2017
HSCEDM14F00011,P00016,0,4732,FEDERAL ACQUISITION SERVICE,GS21F0017Y,PA0007ADDRESSCHG,30000,30000,4224131.67,30000,5568643.41,08/11/2016,08/11/16 00:00,30/04/17 00:00,31/10/19 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDLG,DETENTION MANAGEMENT - LAGUNA,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70C0FA,OFFICE OF FACILITIES ADMINISTRATION,X,NOT APPLICABLE,,,784737723,"ALUTIIQ DIVERSIFIED SERVICES, LLC",,,AFOGNAK NATIVE CORPORATION,52089695,USA,UNITED STATES,3909 ARCTIC BLVD STE 500,,ANCHORAGE,AK,ALASKA,995035770,0,9072229500,9072229501,USA,UNITED STATES,FLORENCE,PINAL,AZ,ARIZONA,851329438,1,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF  FACILITES MAINTENANCE SOLICITATION,C,FUNDING ONLY ACTION,HSCEDM-13-Q-00021,1,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,A,FAR 52.223-4 INCLUDED,A,U.S. OWNED BUSINESS,,,,,A,MEETS REQUIREMENTS,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,7,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,N,NO,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,182,5963434,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,30/03/18 12:12,2017
HSCEDM14J00021,P00032,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM12D00005,0,1988065,1988065,87953026.7,1988065,87953026.7,28/09/2017,28/09/17 00:00,31/10/17 00:00,31/10/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CFA0,ENFORCMNTREMOVL FOD SAN ANTONIO,X,NOT APPLICABLE,,,879740454,"TRAILBOSS ENTERPRISES, INC.",,,TRAILBOSS ENTERPRISES  INC.,879740454,USA,UNITED STATES,201 EAST 3RD AVE,,ANCHORAGE,AK,ALASKA,995012503,0,9073388243,9073380869,USA,UNITED STATES,SAN ANTONIO,BEXAR,TX,TEXAS,782174612,21,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF  DETENTION TRANSPORTATION,C,FUNDING ONLY ACTION,,1,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,6,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,240,14126533,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,28/09/17 13:00,2017
HSCEDM15D00002,P00022,,,,,,0,,,282487.4,238577605.49,29/09/2017,29/09/17 00:00,,,31/01/25 00:00,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,X,NOT APPLICABLE,,,832895085,"AKIMA GLOBAL SERVICES, LLC",,,NANA REGIONAL CORPORATION INC,79253761,USA,UNITED STATES,3901 OLD INTERNATIONAL AIRPORT RD STE 200-G,,ANCHORAGE,AK,ALASKA,99502,0,7037666837,7037666906,,,,,,,,,IDV,,,B,IDC,S,SINGLE AWARD,B,INDEFINITE DELIVERY / INDEFINITE QUANTITY,J,FIRM FIXED PRICE,"IGF::CT::IGF DETENTION SUPPORT SERVICES FOR THE BUFFALO FEDERAL DETENTION FACILITY IN BATAVIA, NY.",B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,HSCEDM-14-R-00005,,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,,,,,,,B,PLAN NOT REQUIRED ,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,8A,8A COMPETED,NONE,NO PREFERENCE USED,,,,,,,5,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,N,NO,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,,,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,59,3860707,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,29/09/17 10:55,2017
HSCEDM15D00009,P00006,,,,,,0,,,0,262902520.26,26/09/2017,26/09/17 00:00,,,29/09/22 00:00,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CELP,ENFORCMNTREMOVL OPNS SPC EL PASO,X,NOT APPLICABLE,,,805596710,"GLOBAL PRECISION SYSTEMS, LLC",,,GLOBAL PRECISION SYSTEMS  LLC,805596710,USA,UNITED STATES,"110 FRONT STREET, SUITE 300",,NOME,AK,ALASKA,99762,0,9073348308,9075632742,,,,,,,,,IDV,,,B,IDC,S,SINGLE AWARD,B,INDEFINITE DELIVERY / INDEFINITE QUANTITY,J,FIRM FIXED PRICE,IGF::OT::IGF - DETENTION&TRANSPORTATION SERVICES,M,OTHER ADMINISTRATIVE ACTION,HSCEDM-15-R-00003,,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,B,FAR 52.223-4 AND FAR 52.223-9 INCLUDED,A,U.S. OWNED BUSINESS,,,,,,,,,,,B,PLAN NOT REQUIRED ,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,4,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,Y,YES,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,Y,YES,,,,,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,2,3992208,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,27/09/17 15:40,2017
HSCEDM16J00003,P00008,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM15D00001,0,4944058.41,4944058.41,41603401.74,4944058.41,41603401.74,01/11/2016,01/11/16 00:00,30/11/16 00:00,01/12/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CPSC,ENFORCMNTREMOVL SPC PORT ISABEL,X,NOT APPLICABLE,,,609636910,"AHTNA SUPPORT AND TRAINING SERVICES, LLC",,,AHTNA  INCORPORATED,69586055,USA,UNITED STATES,110 W 38TH AVE STE 200D,,ANCHORAGE,AK,ALASKA,995035677,0,9073346477,9073346750,USA,UNITED STATES,ANCHORAGE,ANCHORAGE,AK,ALASKA,995035677,0,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF,C,FUNDING ONLY ACTION,HSCEDM-14-R-00003,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,8A,8A COMPETED,NONE,NO PREFERENCE USED,,,,,,,6,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,N,NO,X,NOT APPLICABLE,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,165,17019000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,28/02/18 15:07,2017
HSCEDM16J00021,P00008,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM14D00002,0,-140258.4,-140258.4,48432542.79,-140258.4,48432542.79,20/09/2017,20/09/17 00:00,30/04/17 00:00,20/10/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CFM0,ENFORCMNTREMOVL OPNS FOD MIAMI,X,NOT APPLICABLE,,,832895085,"AKIMA GLOBAL SERVICES, LLC",,,NANA REGIONAL CORPORATION INC,79253761,USA,UNITED STATES,3901 OLD INTERNATIONAL AIRPORT RD STE 200-G,,ANCHORAGE,AK,ALASKA,99502,0,7037666837,7037666906,USA,UNITED STATES,MIAMI,MIAMI-DADE,FL,FLORIDA,331942800,25,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF  DE-OBLIGATE REMAINING FUNDS,K,CLOSE OUT,,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,8A,8A COMPETED,NONE,NO PREFERENCE USED,,,,,,,9,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,Y,YES,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,KROME SPC,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,59,3860707,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,21/09/17 07:43,2017
HSCEDM16J00050,P00010,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM15D00009,0,324227.3,324227.3,39535070.13,324227.3,39535070.13,28/09/2017,28/09/17 00:00,28/09/17 00:00,28/10/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CELP,ENFORCMNTREMOVL OPNS SPC EL PASO,X,NOT APPLICABLE,,,805596710,"GLOBAL PRECISION SYSTEMS, LLC",,,GLOBAL PRECISION SYSTEMS  LLC,805596710,USA,UNITED STATES,"110 FRONT STREET, SUITE 300",,NOME,AK,ALASKA,99762,0,9073348308,9075632742,USA,UNITED STATES,EL PASO,EL PASO,TX,TEXAS,799252000,16,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF - DETENTION&TRANSPORTATION SERVICES,C,FUNDING ONLY ACTION,HSCEDM-15-R-00003,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,B,FAR 52.223-4 AND FAR 52.223-9 INCLUDED,A,U.S. OWNED BUSINESS,,,,,A,MEETS REQUIREMENTS,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,4,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,Y,YES,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,Y,YES,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,2,3992208,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,28/09/17 17:05,2017
HSCEDM17D00010,0,,,,,,0,,,24573262.26,24573262.26,28/07/2017,28/07/17 00:00,,,27/07/18 00:00,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,X,NOT APPLICABLE,,,805596710,"GLOBAL PRECISION SYSTEMS, LLC",,,GLOBAL PRECISION SYSTEMS  LLC,805596710,USA,UNITED STATES,4600 DEBARR RD STE 200,,ANCHORAGE,AK,ALASKA,995083103,0,9073348348,9075632742,,,,,,,,,IDV,,,B,IDC,S,SINGLE AWARD,B,INDEFINITE DELIVERY / INDEFINITE QUANTITY,J,FIRM FIXED PRICE,"IGF::OT::IGF ARMED GROUND TRANSPORTATION SERVICE - BALTIMORE, MD",,,HSCEDM-17-R-00003,,S206,HOUSEKEEPING- GUARD,H,NOT BUNDLED,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,,,,,,,B,PLAN NOT REQUIRED ,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,8,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,D,NOT CONSOLIDATED,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,,,,,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,188,11001552,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,19/11/17 20:39,2017
HSCEDM17J00007,P00006,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM15D00001,0,10402097.28,10402097.28,45674410.96,10402097.28,45674410.96,15/09/2017,15/09/17 00:00,30/11/17 00:00,30/11/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,X,NOT APPLICABLE,,,609636910,"AHTNA SUPPORT AND TRAINING SERVICES, LLC",,,AHTNA  INCORPORATED,69586055,USA,UNITED STATES,110 W 38TH AVE STE 200D,,ANCHORAGE,AK,ALASKA,995035677,0,9073346477,9073346750,USA,UNITED STATES,LOS FRESNOS,CAMERON,TX,TEXAS,785660004,34,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF PIDC GUARD AND FOOD SERVICE CONTRACT,C,FUNDING ONLY ACTION,HSCEDM-14-R-00003,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,8A,8A COMPETED,NONE,NO PREFERENCE USED,,,,,,,6,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,N,NO,X,NOT APPLICABLE,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,165,17019000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,15/09/17 12:16,2017
