HSCEDM14F00011,P00011,0,4732,FEDERAL ACQUISITION SERVICE,GS21F0017Y,0,50000,50000,4224131.67,50000,5568643.41,29/09/2015,29/09/15 00:00,30/04/19 00:00,31/10/19 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACL00,DETENTION MANAGEMENT - LAGUNA OFFICE,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,EROMSD,ENFORCEMENT AND REMOVAL OPERATIONS - HQ - MISSION SUPPORT DIVISION,X,NOT APPLICABLE,,,784737723,"ALUTIIQ DIVERSIFIED SERVICES, LLC",,,AFOGNAK NATIVE CORPORATION,52089695,USA,UNITED STATES,3909 ARCTIC BLVD STE 400,,ANCHORAGE,AK,ALASKA,995030000,0,9072229500,9072229501,USA,UNITED STATES,FLORENCE,PINAL,AZ,ARIZONA,851329438,1,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF  FACILITES MAINTENANCE SOLICITATION,C,FUNDING ONLY ACTION,HSCEDM-13-Q-00021,1,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,A,FAR 52.223-4 INCLUDED,A,U.S. OWNED BUSINESS,,,,,A,MEETS REQUIREMENTS,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,7,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,N,NO,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,182,5963434,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,30/03/18 12:04,2015
HSCEMR15F00040,0,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM14A00003,P00003,388217.32,388217.32,388217.32,388217.32,388217.32,24/09/2015,24/09/15 00:00,29/09/16 00:00,29/09/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,MR000,MISSION SUPPORT ORLANDO,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ICEOFA,OFFICE OF FACILITIES ADMINISTRATION ,X,NOT APPLICABLE,,NAN,131666708,"KCORP TECHNOLOGY SERVICES, INC.",,,K'OYITL'OTS'INA LIMITED,943392522,USA,UNITED STATES,1603 COLLEGE RD,,FAIRBANKS,AK,ALASKA,997094175,0,9074528119,9074528109,USA,UNITED STATES,EL PASO,EL PASO,TX,TEXAS,799024832,16,AWARD,A,BPA CALL,,,,,,NAN,J,FIRM FIXED PRICE,IGF::OT::IGF FIRE SAFETY REPAIRS AT THE EL PASO SPC.,,,,1,Z1HC,MAINTENANCE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,D,NOT A BUNDLED REQUIREMENT,,,561210,FACILITIES SUPPORT SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,NAN,FAIR,FAIR OPPORTUNITY GIVEN,,,1,A,COMMERCIAL ITEM,f,N,NO,N,NO,,NAN,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,E,BPA,S,SINGLE AWARD,,NONE,NONE,,,,NAN,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,327,29400000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,15/05/18 12:18,2015
HSCEMR15P00004,0,0,,,,,3435,3435,6921.53,6870,6921.53,09/04/2015,09/04/15 00:00,14/03/16 00:00,14/03/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,MR000,MISSION SUPPORT ORLANDO,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,FODFLO,ENFORCEMENT AND REMOVAL OPERATIONS - FOD PHOENIX - SPC FLORENCE,X,NOT APPLICABLE,,NAN,74447095,"PINAL, COUNTY OF",,,COUNTY OF PINAL,74447095,USA,UNITED STATES,31 N PINAL ST,,FLORENCE,AZ,ARIZONA,851323027,4,5208666639,5208666661,USA,UNITED STATES,FLORENCE,PINAL,AZ,ARIZONA,851323027,4,AWARD,B,PURCHASE ORDER,,,,,,NAN,J,FIRM FIXED PRICE,"IGF::OT::IGF ANNUAL COUNTY PERMIT FOR PINAL COUNTY, AZ",,,,1,F114,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING,D,NOT A BUNDLED REQUIREMENT,,,813312,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,G,NOT COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,NAN,,NAN,SP2,SAP NON-COMPETITION,1,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,Y,YES,N,NO,N,NO,,N,NO,N,NO,N,NO,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,NAN,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,f,t,f,t,t,f,f,f,f,f,f,f,f,2100,1300000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,08/05/18 16:28,2015
HSCEMS12F00052,RCN001,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEMS11A00006,P00003,0,0,162378.93,0,162378.93,29/05/2015,29/05/15 00:00,17/09/12 00:00,19/11/12 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CMSW,MISSION SUPPORT WASHINGTON,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CMSW,MISSION SUPPORT WASHINGTON,X,NOT APPLICABLE,,,807545538,BAE SYSTEMS AEROSPACE & DEFENSE GROUP INC.,,54786,BAE SYSTEMS AEROSPACE & DEFENSE GROUP INC.,217304393,USA,UNITED STATES,7822 S 46TH ST,,PHOENIX,AZ,ARIZONA,850445313,7,6026437294,6026437594,USA,UNITED STATES,JESSUP,LACKAWANNA,PA,PENNSYLVANIA,184341831,17,AWARD,A,BPA CALL,,,,,,,J,FIRM FIXED PRICE,BODY ARMOR,M,OTHER ADMINISTRATIVE ACTION,,1,8470,"ARMOR, PERSONAL",D,NOT A BUNDLED REQUIREMENT,,,315999,OTHER APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,D,MFG IN U.S.,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,1,A,COMMERCIAL ITEM,f,N,NO,N,NO,,,N,NO,,N,NO,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,,,E,BPA,S,SINGLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,X,NOT APPLICABLE,,,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,CORPORATE NOT TAX EXEMPT,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,92000,4000000000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,07/06/18 15:31,2015
HSCECR11F00021,P00071,0,4730,FEDERAL ACQUISITION SERVICE,GS07F0313N,8,3165799.02,563808,169207287.32,211584,181334839.32,24/09/2015,24/09/15 00:00,31/12/15 00:00,29/02/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,CR000,COMPLIANCE&REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,FODFLS,ENFORCEMENT AND REMOVAL OPERATIONS - FOD LOS ANGELES,X,NOT APPLICABLE,,,618954465,"SPECTRUM SECURITY SERVICES, INC.",,,SPECTRUM SECURITY SERVICES  INC.,618954465,USA,UNITED STATES,13967 HIGHWAY 94 STE 101,,JAMUL,CA,CALIFORNIA,919353232,50,,,USA,UNITED STATES,SAN DIEGO,SAN DIEGO,CA,CALIFORNIA,921010306,53,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,DETENTION OFFICERS&TRANSPORTATION SERVICES,C,FUNDING ONLY ACTION,HSCECR-11-Q-00006,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,3,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,388,19568000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,30/03/18 12:04,2015
HSCEDM12P00174,RCN001,0,,,,,0,0,22043.82,0,22043.82,22/04/2015,22/04/15 00:00,23/09/17 00:00,23/09/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACL00,DETENTION MANAGEMENT - LAGUNA OFFICE,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,FODELC,ENFORCEMENT AND REMOVAL OPERATIONS - FOD SAN DIEGO  EL CENTRO,X,NOT APPLICABLE,,,88389739,"ARAMARK UNIFORM & CAREER APPAREL, LLC",,,ARAMARK HOLDINGS CORPORATION,791072197,USA,UNITED STATES,115 N 1ST ST STE 203,,BURBANK,CA,CALIFORNIA,915021856,28,8189733720,8189733793,USA,UNITED STATES,BRAWLEY,IMPERIAL,CA,CALIFORNIA,922271745,51,AWARD,B,PURCHASE ORDER,,,,,,,J,FIRM FIXED PRICE,"IGF::OT::IGF MECHANICS UNIFORMS, TOWELS, SAFETY MAT RENTAL, AND CLEANING SERVICES.",M,OTHER ADMINISTRATIVE ACTION,HSCEDM-12-Q-00011,1,S209,HOUSEKEEPING- LAUNDRY/DRYCLEANING,D,NOT A BUNDLED REQUIREMENT,,,812332,INDUSTRIAL LAUNDERERS,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,F,COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,,,,,1,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,0,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,250000,12999999488,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,08/03/18 11:25,2015
HSCEDM14P00055,RCN001,0,,,,,0,0,29882.61,0,34862.61,22/04/2015,22/04/15 00:00,30/04/19 00:00,30/04/19 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACL00,DETENTION MANAGEMENT - LAGUNA OFFICE,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,FODFSD,ENFORCEMENT AND REMOVAL OPERATIONS - FOD SAN DIEGO,X,NOT APPLICABLE,,,29127727,NEW LIFE CHINESE LAUNDRY INC,,,NEW LIFE CHINESE LAUNDRY INC,29127727,USA,UNITED STATES,3829 GRANADA AVE,,SAN DIEGO,CA,CALIFORNIA,921040000,53,6192950460,6192954572,USA,UNITED STATES,SAN DIEGO,SAN DIEGO,CA,CALIFORNIA,921041503,51,AWARD,B,PURCHASE ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF  BLANKET CLEANING SERVICES FOR SAN DIEGO STAGING AREA,M,OTHER ADMINISTRATIVE ACTION,HSCEDM-14-Q-00006,1,S209,HOUSEKEEPING- LAUNDRY/DRYCLEANING,D,NOT A BUNDLED REQUIREMENT,,,812320,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,F,COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,5,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,30,900000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,01/11/17 11:22,2015
HSCEMD11F00127,P00007,0,4730,FEDERAL ACQUISITION SERVICE,GS07F0313N,8,-131715.39,-131715.39,1853408.05,-131715.39,1853408.05,20/05/2015,20/05/15 00:00,15/07/14 00:00,15/07/14 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACD00,MISSION SUPPORT DALLAS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,SACSAD,HOMELAND SECURITY INVESTIGATIONS - SAC SAN DIEGO,X,NOT APPLICABLE,,,618954465,"SPECTRUM SECURITY SERVICES, INC.",,,SPECTRUM SECURITY SERVICES  INC.,618954465,USA,UNITED STATES,13967 HIGHWAY 94 STE 101,,JAMUL,CA,CALIFORNIA,919353232,50,,,USA,UNITED STATES,SAN DIEGO,SAN DIEGO,CA,CALIFORNIA,921018834,52,AWARD,C,DELIVERY ORDER,,,,,,,Z,LABOR HOURS,MEDICAL GUARD SERVICES,K,CLOSE OUT,HSCEMD-11-R-00003,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,2,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,B,OTHER STATUTORY AUTHORITY,"41 U.S.C. 251, ET SEQ AND FAR 8.4",,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,388,19568000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,30/03/18 12:04,2015
HSCEMD11F00175,P00004,0,4730,FEDERAL ACQUISITION SERVICE,GS07F0313N,8,-207991.57,-207991.57,1193522.81,-207991.57,1193522.81,12/11/2014,12/11/14 00:00,25/09/14 00:00,25/09/14 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACD00,MISSION SUPPORT DALLAS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,SACSAD,HOMELAND SECURITY INVESTIGATIONS - SAC SAN DIEGO,X,NOT APPLICABLE,,,618954465,"SPECTRUM SECURITY SERVICES, INC.",,,SPECTRUM SECURITY SERVICES  INC.,618954465,USA,UNITED STATES,13967 HIGHWAY 94 STE 101,,JAMUL,CA,CALIFORNIA,919353232,50,,,USA,UNITED STATES,SAN DIEGO,SAN DIEGO,CA,CALIFORNIA,921016086,52,AWARD,C,DELIVERY ORDER,,,,,,,Z,LABOR HOURS,DETAINEE TRANSPORTATION SERVICES AT SAC SAN DIEGO,K,CLOSE OUT,,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,2,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,388,19568000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,30/03/18 12:04,2015
HSCEMD12P00101,P00004,0,,,,,3000,3000,11428.13,0,11428.13,30/07/2015,30/07/15 00:00,31/07/16 00:00,31/07/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACD00,MISSION SUPPORT DALLAS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,SACSFR,HOMELAND SECURITY INVESTIGATIONS - SAC SAN FRANCISCO,X,NOT APPLICABLE,,,147851054,N CALIFORNIA REGIONAL PUBLIC SAFETY TRAINING AUTHORITY,,,N CALIFORNIA REGIONAL PUBLIC SAFETY TRAINING AUTHORITY,147851054,USA,UNITED STATES,2409 DEAN ST RM 118-119,,MCCLELLAN,CA,CALIFORNIA,956522305,6,9165662474,9166400018,USA,UNITED STATES,MCCLELLAN,SACRAMENTO,CA,CALIFORNIA,956522305,6,AWARD,B,PURCHASE ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF FIREARMS RANGE USAGE,G,EXERCISE AN OPTION,,1,W010,LEASE OR RENTAL OF EQUIPMENT- WEAPONS,D,NOT A BUNDLED REQUIREMENT,,,611519,OTHER TECHNICAL AND TRADE SCHOOLS,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,F,COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,,,,,2,A,COMMERCIAL ITEM,f,N,NO,N,NO,N,NO,N,NO,0,N,NO,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,5,800000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,13/11/17 10:18,2015
