HSCEDM14F00011,0,0,4732,FEDERAL ACQUISITION SERVICE,GS21F0017Y,0,824680,824680,4224131.67,4736795.14,5568643.41,27/03/2014,01/05/14 00:00,30/04/19 00:00,31/10/19 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACL00,DETENTION MANAGEMENT - LAGUNA OFFICE,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACL00,DETENTION MANAGEMENT - LAGUNA OFFICE,X,NOT APPLICABLE,,,784737723,"ALUTIIQ DIVERSIFIED SERVICES, LLC",,,AFOGNAK NATIVE CORPORATION,52089695,USA,UNITED STATES,3909 ARCTIC BLVD STE 400,,ANCHORAGE,AK,ALASKA,995030000,0,9072229500,9072229501,USA,UNITED STATES,FLORENCE,PINAL,AZ,ARIZONA,851329438,1,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,FACILITES MAINTENANCE SOLICITATION IGF::OT::IGF,,,HSCEDM-13-Q-00021,1,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,A,FAR 52.223-4 INCLUDED,A,U.S. OWNED BUSINESS,,,,,A,MEETS REQUIREMENTS,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,7,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,N,NO,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,Y,TRANSACTION USES GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,182,5963434,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,30/03/18 10:55,2014
HSCEDM14J00017,P00014,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM14D00002,0,0,0,33056834.23,0,33056834.23,01/05/2014,01/05/14 00:00,30/04/15 00:00,21/07/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ERORMD,ENFORCEMENT AND REMOVAL OPERATIONS - HQ - REMOVAL MANAGEMENT DIVISION,X,NOT APPLICABLE,,,832895085,"AKIMA GLOBAL SERVICES, LLC",,5UVQ9,AKIMA GLOBAL SERVICES  LLC,832895085,USA,UNITED STATES,3901 OLD INTERNATIONAL AIRPORT RD STE 200-G,,ANCHORAGE,AK,ALASKA,99502,0,7037666837,7037666906,USA,UNITED STATES,MIAMI,MIAMI-DADE,FL,FLORIDA,331940011,26,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,DETENTION SERVICES AT KROME FACILITY IGF::CT::IGF,M,OTHER ADMINISTRATIVE ACTION,,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,,,NONE,NO PREFERENCE USED,,,,,,,,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,Y,YES,Y,YES,N,NO,A,ECONOMY ACT,,,B,IDC,S,SINGLE AWARD,KROME SPC,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,59,3860707,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,19/06/18 13:13,2014
HSCEDM14C00001,P00001,,,,,,0,,,0,854340.11,02/05/2014,02/05/14 00:00,,,28/02/19 00:00,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACL00,DETENTION MANAGEMENT - LAGUNA OFFICE,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACL00,DETENTION MANAGEMENT - LAGUNA OFFICE,X,NOT APPLICABLE,,,958098352,J P INDUSTRIES INC,,,J P INDUSTRIES INC,958098352,USA,UNITED STATES,2851 N COUNTRY CLUB RD,,TUCSON,AZ,ARIZONA,857160000,2,5203264393,5207953985,,,,,,,,,IDV,,,B,IDC,S,SINGLE AWARD,A,INDEFINITE DELIVERY / REQUIREMENTS,J,FIRM FIXED PRICE,"(IGF::OT::IGF) - OTHER; - CUSTODIAL AND GROUNDSKEEPING SVCS AT FLORENCE SPC, AZ",M,OTHER ADMINISTRATIVE ACTION,HSCEDM-13-R-00009,,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,D,NOT A BUNDLED REQUIREMENT,,,561720,JANITORIAL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,,,,,,,B,PLAN NOT REQUIRED ,B,NOT AVAILABLE FOR COMPETITION,SSS,ONLY ONE SOURCE,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,,,OTH,AUTHORIZED BY STATUTE,1,A,COMMERCIAL ITEM,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,Y,YES,,,,,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,192,8200000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,21/11/17 11:34,2014
HSCECR11F00021,P00058,0,4730,FEDERAL ACQUISITION SERVICE,GS07F0313N,8,1622729.56,-5409638.04,169207287.32,-5409638.04,181334839.32,25/08/2014,25/08/14 00:00,29/02/16 00:00,29/02/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,CR000,COMPLIANCE&REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACL00,DETENTION MANAGEMENT - LAGUNA OFFICE,X,NOT APPLICABLE,,,618954465,"SPECTRUM SECURITY SERVICES, INC.",,,SPECTRUM SECURITY SERVICES  INC.,618954465,USA,UNITED STATES,13967 HIGHWAY 94 STE 101,,JAMUL,CA,CALIFORNIA,919353232,50,,,USA,UNITED STATES,SAN DIEGO,SAN DIEGO,CA,CALIFORNIA,921010306,53,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,"DETENTION OFFICER&TRANSPORTATION SERVICES 04/01/2011 - 02/29/2016 (BASE PLUS 4 OPTION YRS) SPECTRUM SECURITY SERVICES, INC.",C,FUNDING ONLY ACTION,HSCECR-11-Q-00006,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,3,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,388,19568000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,30/03/18 12:04,2014
HSCECR14P00019,0,0,,,,0,36000,36000,68150,36000,68150,16/04/2014,16/04/14 00:00,31/03/17 00:00,31/03/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,CR000,COMPLIANCE&REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,FODFLS,ENFORCEMENT AND REMOVAL OPERATIONS - FOD LOS ANGELES,X,NOT APPLICABLE,,NAN,64836799,PRADO FAMILY SHOOTING RANGE,,,PRADO FAMILY SHOOTING RANGE,64836799,USA,UNITED STATES,17501 POMONA RINCON RD,,CHINO,CA,CALIFORNIA,917089287,35,9095974794,9095976938,USA,UNITED STATES,LAGUNA NIGUEL,ORANGE,CA,CALIFORNIA,926771123,45,AWARD,B,PURCHASE ORDER,,,,,,NAN,J,FIRM FIXED PRICE,FY 14 REQUEST FOR USE OF FIRING RANGE FOR OFFICER QUALIFICATIONS FOR THE LOS ANGELES FIELD OFFICE - CURRENT RANGE CONTRACT HAS BEEN TERMINATED DUE TO TERMINATION OF CONTRACT BY VENDOR,,,HSCECR-14-Q-00013,1,7830,RECREATIONAL AND GYMNASTIC EQUIPMENT,D,NOT A BUNDLED REQUIREMENT,,,713990,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,D,MFG IN U.S.,B,PLAN NOT REQUIRED ,F,COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,NAN,,NAN,,,2,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,N,NO,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,NAN,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,X,NOT APPLICABLE,,,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,15,1000000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,20/03/18 13:43,2014
HSCEMD11F00127,P00006,0,4730,FEDERAL ACQUISITION SERVICE,GS07F0313N,8,0,0,1853408.05,0,1853408.05,05/06/2014,05/06/14 00:00,15/07/14 00:00,15/07/14 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACD00,MISSION SUPPORT DALLAS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,SACSAD,HOMELAND SECURITY INVESTIGATIONS - SAC SAN DIEGO,X,NOT APPLICABLE,,,618954465,"SPECTRUM SECURITY SERVICES, INC.",,,SPECTRUM SECURITY SERVICES  INC.,618954465,USA,UNITED STATES,13967 HIGHWAY 94 STE 101,,JAMUL,CA,CALIFORNIA,919353232,50,,,USA,UNITED STATES,SAN DIEGO,SAN DIEGO,CA,CALIFORNIA,921018834,52,AWARD,C,DELIVERY ORDER,,,,,,,Z,LABOR HOURS,[OF] MEDICAL GUARD SERVICES - SAC SAN DIEGO,M,OTHER ADMINISTRATIVE ACTION,HSCEMD-11-R-00003,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,2,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,388,19568000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,30/03/18 10:55,2014
HSCEMD11F00175,P00003,0,4730,FEDERAL ACQUISITION SERVICE,GS07F0313N,8,0,0,1193522.81,0,1193522.81,11/06/2014,11/06/14 00:00,25/09/14 00:00,25/09/14 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACD00,MISSION SUPPORT DALLAS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,SACSAD,HOMELAND SECURITY INVESTIGATIONS - SAC SAN DIEGO,X,NOT APPLICABLE,,,618954465,"SPECTRUM SECURITY SERVICES, INC.",,,SPECTRUM SECURITY SERVICES  INC.,618954465,USA,UNITED STATES,13967 HIGHWAY 94 STE 101,,JAMUL,CA,CALIFORNIA,919353232,50,,,USA,UNITED STATES,SAN DIEGO,SAN DIEGO,CA,CALIFORNIA,921016086,52,AWARD,C,DELIVERY ORDER,,,,,,,Z,LABOR HOURS,DETAINEE TRANSPORTATION SERVICES AT SAC SAN DIEGO,M,OTHER ADMINISTRATIVE ACTION,,1,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,2,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,X,NOT APPLICABLE,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,388,19568000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,30/03/18 10:55,2014
HSCEMD12P00101,P00003,0,,,,,-796.87,-796.87,11428.13,-796.87,11428.13,11/08/2014,11/08/14 00:00,31/07/16 00:00,31/07/16 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACD00,MISSION SUPPORT DALLAS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,SACSFR,HOMELAND SECURITY INVESTIGATIONS - SAC SAN FRANCISCO,X,NOT APPLICABLE,,,147851054,N CALIFORNIA REGIONAL PUBLIC SAFETY TRAINING AUTHORITY,,,N CALIFORNIA REGIONAL PUBLIC SAFETY TRAINING AUTHORITY,147851054,USA,UNITED STATES,2409 DEAN ST RM 118-119,,MCCLELLAN,CA,CALIFORNIA,956522305,6,9165662474,9166400018,USA,UNITED STATES,MCCLELLAN,SACRAMENTO,CA,CALIFORNIA,956522305,6,AWARD,B,PURCHASE ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF FIREARMS RANGE USAGE,M,OTHER ADMINISTRATIVE ACTION,,1,W010,LEASE OR RENTAL OF EQUIPMENT- WEAPONS,D,NOT A BUNDLED REQUIREMENT,,,611519,OTHER TECHNICAL AND TRADE SCHOOLS,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,F,COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,,,,,2,A,COMMERCIAL ITEM,f,N,NO,N,NO,N,NO,N,NO,0,N,NO,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,5,800000,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,13/11/17 10:20,2014
HSCEMD14P00049,0,0,,,,0,3600,3600,8300,3600,8300,24/04/2014,24/04/14 00:00,30/04/15 00:00,30/04/15 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ACD00,MISSION SUPPORT DALLAS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,SACSAD,HOMELAND SECURITY INVESTIGATIONS - SAC SAN DIEGO,X,NOT APPLICABLE,,NAN,31779838,"SAN DIEGO, COUNTY OF",,,COUNTY OF SAN DIEGO,9581646,USA,UNITED STATES,9621 RIDGEHAVEN CT,,SAN DIEGO,CA,CALIFORNIA,921231636,52,8589742234,8589742109,USA,UNITED STATES,SAN DIEGO,SAN DIEGO,CA,CALIFORNIA,921016086,52,AWARD,B,PURCHASE ORDER,,,,,,NAN,J,FIRM FIXED PRICE,IGF::OT::IGF  FIREARMS TRAINING,,,,1,X1JZ,LEASE/RENTAL OF MISCELLANEOUS BUILDINGS,D,NOT A BUNDLED REQUIREMENT,,,611699,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,C,NOT COMPETED,SSS,ONLY ONE SOURCE,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,NAN,,NAN,ONE,ONLY ONE SOURCE - OTHER ,1,A,COMMERCIAL ITEM,f,N,NO,N,NO,N,NO,N,NO,,N,NO,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,X,NOT APPLICABLE,,,,,,,,NONE,NONE,,,,NAN,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,N,NO - SERVICE WHERE PBA IS NOT USED.,,,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,US GOVERNMENT ENTITY,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,0,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,31/05/18 13:56,2014
HSCEMR14C00002,0,0,,,,0,110400,110400,220800,331200,331200,24/09/2014,30/09/14 00:00,29/09/15 00:00,29/09/17 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,MR000,MISSION SUPPORT ORLANDO,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,ICEOFA,OFFICE OF FACILITIES ADMINISTRATION ,X,NOT APPLICABLE,,NAN,791120124,QUALITY COAST INCORPORATED,,,QUALITY COAST INCORPORATED,791120124,USA,UNITED STATES,2462 MAIN ST STE H,,CHULA VISTA,CA,CALIFORNIA,919114624,51,6194439192,6194439492,USA,UNITED STATES,HONOLULU,HONOLULU,HI,HAWAII,968131366,1,AWARD,D,DEFINITIVE CONTRACT,,,,,,NAN,J,FIRM FIXED PRICE,"IGF::OT::IGF - JANITORIAL SERVICES CONTRACT @ 595 ALA MOANA BLVD,  HONOLULU, HI",,,HSCEMR-14-R-00002,1,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,D,NOT A BUNDLED REQUIREMENT,,,561720,JANITORIAL SERVICES,F,ENVIRONMENTALLY PREFERABLE,A,U.S. OWNED BUSINESS,,,,,A,MEETS REQUIREMENTS,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED ,F,COMPETED UNDER SAP,SP1,SIMPLIFIED ACQUISITION,HZC,HUBZONE SET-ASIDE,NONE,NO PREFERENCE USED,,NAN,,NAN,,,3,A,COMMERCIAL ITEM,f,Y,YES,N,NO,Y,YES,N,NO,0,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,f,f,f,f,f,f,f,t,t,t,f,f,t,f,f,f,t,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,42,1750000,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,12/05/18 03:50,2014
