70CDCR18D00000002,P00002,,,,,,0,,,0,244235070.8,22/06/2018,22/06/18 00:00,,,31/05/2023,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CFA0,ENFORCMNTREMOVL FOD SAN ANTONIO,X,NOT APPLICABLE,,,879740454,"TRAILBOSS ENTERPRISES, INC.",,053B2,TRAILBOSS ENTERPRISES INC.,879740454,USA,UNITED STATES,201 E 3RD AVE,,ANCHORAGE,AK,ALASKA,995012503,0,9073388243,9073380869,,,,,,,,,IDV,,,B,IDC,S,SINGLE AWARD,A,INDEFINITE DELIVERY / REQUIREMENTS,J,FIRM FIXED PRICE,TRANSPORTATION SERVICES: IGF::CT::IGF,M,OTHER ADMINISTRATIVE ACTION,HSCEDM-17-R-00002,,S206,HOUSEKEEPING- GUARD,H,NOT BUNDLED,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,,,,,,,F,INDIVIDUAL SUBCONTRACT PLAN,A,FULL AND OPEN COMPETITION,NP,NEGOTIATED PROPOSAL/QUOTE,NONE,NO SET ASIDE USED.,NONE,NO PREFERENCE USED,,,,,,,8,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,D,NOT CONSOLIDATED,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,,,X,NOT APPLICABLE,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,CORPORATE NOT TAX EXEMPT,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,461,43975516,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,22/06/18 12:31,2018
70CDCR18FR0000003,P00010,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM15D00001,0,-3309473,-3309473,35319616.42,-3309473,35319616.42,08/06/2018,08/06/18 00:00,30/11/18 00:00,30/11/18 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,X,NOT APPLICABLE,,,609636910,"AHTNA SUPPORT AND TRAINING SERVICES, LLC",,4A3E3,AHTNA INCORPORATED,69586055,USA,UNITED STATES,110 W 38TH AVE STE 200D,,ANCHORAGE,AK,ALASKA,995035677,0,9073346477,9073346750,USA,UNITED STATES,ANCHORAGE,ANCHORAGE,AK,ALASKA,995035677,0,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF GUARD SERVICES FOR PIDC,C,FUNDING ONLY ACTION,,1,S206,HOUSEKEEPING- GUARD,H,NOT BUNDLED,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,,,NONE,NO PREFERENCE USED,,,,,,,,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,D,NOT CONSOLIDATED,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,,,N,NO,X,NOT APPLICABLE,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,165,17019000,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,08/06/18 13:26,2018
70CDCR18FR0000020,P00004,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM15D00002,0,0,0,8252420,0,8252420,03/05/2018,03/05/18 00:00,31/01/19 00:00,31/01/19 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,X,NOT APPLICABLE,,,832895085,"AKIMA GLOBAL SERVICES, LLC",,,NANA REGIONAL CORPORATION INC,79253761,USA,UNITED STATES,3901 OLD INTERNATIONAL AIRPORT RD STE 200-G,,ANCHORAGE,AK,ALASKA,99502,0,7037666837,7037666906,USA,UNITED STATES,BATAVIA,GENESEE,NY,NEW YORK,140201000,27,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,"IGF::CT::IGF DETENTION SUPPORT SERVICES FOR THE BUFFALO FEDERAL DETENTION FACILITY IN BATAVIA, NY.",M,OTHER ADMINISTRATIVE ACTION,HSCEDM-14-R-00005,1,S206,HOUSEKEEPING- GUARD,H,NOT BUNDLED,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,,,NONE,NO PREFERENCE USED,,,,,,,,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,N,NO,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,D,NOT CONSOLIDATED,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,Y,YES,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,59,3860707,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,03/05/18 13:44,2018
70CDCR18FR0000051,P00001,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM14D00002,0,18168259.49,18168259.49,22368259.49,18168259.49,22368259.49,10/05/2018,10/05/18 00:00,30/04/19 00:00,30/04/24 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CKR0,ENFORCMNTREMOVL OPNS SPC KROME,X,NOT APPLICABLE,,,832895085,"AKIMA GLOBAL SERVICES, LLC",,,NANA REGIONAL CORPORATION INC,79253761,USA,UNITED STATES,3901 OLD INTERNATIONAL AIRPORT RD STE 200-G,,ANCHORAGE,AK,ALASKA,99502,0,7037666837,7037666906,USA,UNITED STATES,HERNDON,FAIRFAX,VA,VIRGINIA,201712559,10,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF DETENTION MANAGEMENT SERVICES FOR THE KROME SERVICE PROCESSING CENTER,C,FUNDING ONLY ACTION,HSCEDM-13-R-00001,1,S206,HOUSEKEEPING- GUARD,H,NOT BUNDLED,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,,,NONE,NO PREFERENCE USED,,,,,,,,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,Y,YES,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,KROME SPC,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,D,NOT CONSOLIDATED,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,59,3860707,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,14/05/18 10:12,2018
70CDCR18FR0000061,0,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM17D00010,0,699999.93,699999.93,699999.93,699999.93,699999.93,22/05/2018,28/07/18 00:00,27/07/19 00:00,27/07/19 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CFBL,ENFORCMNTREMOVL OPNS FOD BALTIMORE,X,NOT APPLICABLE,,,805596710,"GLOBAL PRECISION SYSTEMS, LLC",,4UB21,GLOBAL PRECISION SYSTEMS LLC,805596710,USA,UNITED STATES,4600 DEBARR RD STE 200,,ANCHORAGE,AK,ALASKA,995083103,0,9073348348,9075632742,USA,UNITED STATES,BALTIMORE,BALTIMORE CITY,MD,MARYLAND,212012466,3,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,"ARMED GROUND TRANSPORTATION SERVICE - BALTIMORE, MDCOR DJONES 410-637-4061",,,,1,S206,HOUSEKEEPING- GUARD,H,NOT BUNDLED,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,,,NONE,NO PREFERENCE USED,,,,,,,,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,X,NOT APPLICABLE,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,D,NOT CONSOLIDATED,N,NO - SERVICE WHERE PBA IS NOT USED.,N,NO,,,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,CORPORATE NOT TAX EXEMPT,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,188,11001552,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,24/05/18 11:09,2018
70CMSW18FR0000015,0,0,4732,FEDERAL ACQUISITION SERVICE,GS21F042GA,0,559335.5,559335.5,559335.5,2863994.5,2863994.5,09/02/2018,09/02/18 11:56,28/02/23 00:00,28/02/23 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CMSW,MISSION SUPPORT WASHINGTON,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70C0FA,OFFICE OF FACILITIES ADMINISTRATION,X,NOT APPLICABLE,,,790993252,"KCORP SUPPORT SERVICES, INC.",,,K'OYITL'OTS'INA LIMITED,943392522,USA,UNITED STATES,1603 COLLEGE RD,,FAIRBANKS,AK,ALASKA,997094175,0,9074528119,9074528109,USA,UNITED STATES,SAN PEDRO,LOS ANGELES,CA,CALIFORNIA,907317356,44,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF OPERATIONS AND MAINTENANCE SAN PEDRO CA FACILITY,,,70CMSW18Q00000001,1,Z1HA,MAINTENANCE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,H,NOT BUNDLED,,,561210,FACILITIES SUPPORT SERVICES,L,FAR 52.223-4 & BIO-BASED & ENERGY EFFICIENT & ENVIRONMENTALLY PREFERABLE,A,U.S. OWNED BUSINESS,,,,,A,MEETS REQUIREMENTS,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,4,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,X,NOT APPLICABLE,A,ECONOMY ACT,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,D,NOT CONSOLIDATED,Y,YES - SERVICE WHERE PBA IS USED.,,,Z,NOT APPLICABLE,N,NO,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,164,8254406,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,09/02/18 11:56,2018
HSCEDM12D00005,P00052,,,,,,0,,,2400000,197811585,31/05/2018,31/05/18 00:00,,,30/06/2018,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CFA0,ENFORCMNTREMOVL FOD SAN ANTONIO,X,NOT APPLICABLE,,,879740454,"TRAILBOSS ENTERPRISES, INC.",,053B2,TRAILBOSS ENTERPRISES INC.,879740454,USA,UNITED STATES,201 EAST 3RD AVE,,ANCHORAGE,AK,ALASKA,995012503,0,9073388243,9073380869,,,,,,,,,IDV,,,B,IDC,S,SINGLE AWARD,A,INDEFINITE DELIVERY / REQUIREMENTS,J,FIRM FIXED PRICE,IGF::OT::IGF - DETENTION TRANSPORTATION,M,OTHER ADMINISTRATIVE ACTION,HSCEDM-12-R-00007,,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,,,,,,,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,NONE,NO PREFERENCE USED,,,,,,,6,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,,,X,NOT APPLICABLE,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,CORPORATE NOT TAX EXEMPT,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,240,14126533,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,31/05/18 16:43,2018
HSCEDM14D00002,P00019,,,,,,0,,,12696252.21,400990294,26/04/2018,26/04/18 00:00,,,31/03/2024,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CKR0,ENFORCMNTREMOVL OPNS SPC KROME,X,NOT APPLICABLE,,,832895085,"AKIMA GLOBAL SERVICES, LLC",,,NANA REGIONAL CORPORATION INC,79253761,USA,UNITED STATES,3901 OLD INTERNATIONAL AIRPORT RD STE 200-G,,ANCHORAGE,AK,ALASKA,99502,0,7037666837,7037666906,,,,,,,,,IDV,,,B,IDC,S,SINGLE AWARD,A,INDEFINITE DELIVERY / REQUIREMENTS,J,FIRM FIXED PRICE,IGF::CT::IGF REA FOR KROME DETENTION CENTER,G,EXERCISE AN OPTION,HSCEDM-13-R-00001,,S206,HOUSEKEEPING- GUARD,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,,,,,,,B,PLAN NOT REQUIRED,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,8A,8A COMPETED,NONE,NO PREFERENCE USED,,,,,,,9,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,Y,YES,Y,YES,N,NO,X,NOT APPLICABLE,,,,,,,,NONE,NONE,N,NO,X,NOT APPLICABLE EXEMPT FROM CAS,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,,,X,NOT APPLICABLE,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,59,3860707,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,30/04/18 15:13,2018
HSCEDM14F00011,P00024,0,4732,FEDERAL ACQUISITION SERVICE,GS21F0017Y,PW0013,911504.16,911504.16,5135635.83,5000,5573643.41,30/03/2018,01/05/18 00:00,30/04/19 00:00,31/10/19 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDLG,DETENTION MANAGEMENT - LAGUNA,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70C0FA,OFFICE OF FACILITIES ADMINISTRATION,X,NOT APPLICABLE,,,784737723,"ALUTIIQ DIVERSIFIED SERVICES, LLC",,,AFOGNAK NATIVE CORPORATION,52089695,USA,UNITED STATES,3909 ARCTIC BLVD STE 500,,ANCHORAGE,AK,ALASKA,995035793,0,2564899304,9072229501,USA,UNITED STATES,FLORENCE,PINAL,AZ,ARIZONA,851329438,1,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::OT::IGF FACILITES MAINTENANCE SOLICITATION,G,EXERCISE AN OPTION,HSCEDM-13-Q-00021,1,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,A,FAR 52.223-4 INCLUDED,A,U.S. OWNED BUSINESS,,,,,A,MEETS REQUIREMENTS,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,B,PLAN NOT REQUIRED,A,FULL AND OPEN COMPETITION,MAFO,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,,NONE,NO PREFERENCE USED,,,FAIR,FAIR OPPORTUNITY GIVEN,,,7,A,COMMERCIAL ITEM,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,X,NOT APPLICABLE,Y,YES,N,NO,X,NOT APPLICABLE,,,C,FSS,M,MULTIPLE AWARD,,NONE,NONE,,,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,,,,,N,NO,X,NOT APPLICABLE,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,OTHER THAN SMALL BUSINESS,O,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,433,62209476,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,04/04/18 17:44,2018
HSCEDM14J00021,P00044,0,7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,HSCEDM12D00005,0,-3509788.16,-3509788.16,105712359.3,-3509788.16,105712359.3,07/06/2018,07/06/18 00:00,30/09/18 00:00,30/09/18 00:00,,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,70,DEPARTMENT OF HOMELAND SECURITY (DHS),7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,70CDCR,DETENTION COMPLIANCE AND REMOVALS,X,NOT APPLICABLE,,,879740454,"TRAILBOSS ENTERPRISES, INC.",,053B2,TRAILBOSS ENTERPRISES INC.,879740454,USA,UNITED STATES,201 EAST 3RD AVE,,ANCHORAGE,AK,ALASKA,995012503,0,9073388243,9073380869,USA,UNITED STATES,SAN ANTONIO,BEXAR,TX,TEXAS,782174612,21,AWARD,C,DELIVERY ORDER,,,,,,,J,FIRM FIXED PRICE,IGF::CT::IGF DETENTION TRANSPORTATION,C,FUNDING ONLY ACTION,,1,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,D,NOT A BUNDLED REQUIREMENT,,,561612,SECURITY GUARDS AND PATROL SERVICES,C,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,A,U.S. OWNED BUSINESS,,,,,E,NOT REQUIRED,USA,UNITED STATES,C,NOT A MANUFACTURED END PRODUCT,,,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NP,NEGOTIATED PROPOSAL/QUOTE,,,NONE,NO PREFERENCE USED,,,,,,,,D,COMMERCIAL ITEM PROCEDURES NOT USED,f,N,NO,N,NO,Y,YES,N,NO,,N,NO,N,NO,Y,YES,N,NO,X,NOT APPLICABLE,,,B,IDC,S,SINGLE AWARD,,NONE,NONE,N,NO,,,N,TRANSACTION DOES NOT USE GFE/GFP,,,X,NO,N,NO,Y,YES - SERVICE WHERE PBA IS USED.,N,NO,,,N,NO,X,NOT APPLICABLE,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f,f,f,SMALL BUSINESS,S,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,CORPORATE NOT TAX EXEMPT,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,240,14126533,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,12/06/18 15:51,2018
