fiscalYear,currentValue,name,duns,multiYear
2018,14671.76,Red River Technology,933678708,true
2018,1266540,Trofholz Technologies,119514144,true
2018,100966.91,FS Partners,78374094,true
2018,33728.9,FS Partners,78374094,true
2018,235878.66,Red River Technology,933678708,true
2018,150299.59,Panamerica Computers,166669742,true
2018,607563,FCN,615378007,true
2018,14000,Government Acquisitions,603814054,true
2018,44814.6,FS Partners,78374094,true
2018,483397.48,FCN,615378007,true
2018,183527.55,Panamerica Computers,166669742,true
2018,4933.86,New Tech Solutions,20149303,true
2018,1056741.56,Giant Oak,831127738,true
2018,4032.47,Anacapa Micro Products,556496370,true
2018,7414.56,Govplace,957050883,true
2018,186630.83,Government Acquisitions,603814054,true
2018,5449.05,FS Partners,78374094,true
2018,10065.57,FS Partners,78374094,true
2018,2033.46,Anacapa Micro Products,556496370,true
2018,494820,Cellebrite,33095568,true
2018,613386,Cellebrite,33095568,true
2018,9567.13,Net Direct Systems,54007823,true
2018,103142.22,FS Partners,78374094,true
2018,3520,Anacapa Micro Products,556496370,true
2018,45260,Carey & Company,124333886,true
2018,3874.86,Net Direct Systems,54007823,true
2018,14100,Akira Technologies,605928246,true
2018,40550.18,FCN,615378007,true
2018,7773,Blue Tech,121701957,true
2018,14668.18,Akira Technologies,605928246,true
2018,4088.93,Anacapa Micro Products,556496370,true
2018,843875,Blue Tech,121701957,true
2018,1043699.58,FS Partners,78374094,true
2018,212599.7,Govplace,957050883,true
2018,10645.25,FS Partners,78374094,true
2018,895000,Blue Tech,121701957,true
2018,47755.68,MA Federal,942408766,true
2018,73544.28,Anacapa Micro Products,556496370,true
2018,28562.5,Blue Tech,121701957,true
2018,5962,Motorola Solutions,69373090,true
2018,4092.46,Anacapa Micro Products,556496370,true
2018,35010,Cellebrite,33095568,true
2018,310597.7,Red River Technology,933678708,true
2018,80125,FCN,615378007,true
2018,731940,FCN,615378007,true
2018,10825,New York State Department of Motor Vehicles,806780730,true
2018,19391,Harris Corporation,21715206,true
2018,12115.35,Atlantic Diving Supply,27079776,true
2018,21000,AccessData Group,963484485,true
2018,2023500,Cellebrite,33095568,true
2018,46120,Rigaku Analytical Devices,78381879,true
2018,3766.5,Adams Evidence Grade Technology,14514541,true
2018,151848,Magnet Forensics Usa,80001807,true
2018,19738,L3 Technologies,192372860,true
2018,5000,B.E. Meyers & Co.,86251469,true
2018,8609.25,Progressive Environmental Services,829695530,true
2018,18000,The Village of Oak Lawn,10588770,false
2018,16321,Family First 5,25163324,false
2018,8748,Scif Solutions,169942591,true
2018,4537,Cummins - Allison,5069760,true
2018,3890.45,Cleatech,69482114,true
2018,51001.65,Motiondsp,189211050,true
2018,47345,Susteen,797052701,true
2018,28500,Matt Burns,217402193,true
2018,32719,Capital Compressor,131951972,true
2018,8000,Griffeye,80638467,true
2018,673080,The Escal Institute of Advanced Technologies,111476313,false
2018,9600,Sirina Protection Systems,9266052,false
2018,121111.85,Foster & Freeman USA,136391252,true
2018,19632,Central Parking Corporation,50669670,true
2018,126000,Thomson Reuters Special Services,827821757,true
2018,14700,Callyo 2009,969239529,false
2018,75000,Industrial Video & Control Co.,66753844,false
2018,29000,Mystaire,5506826,false
2018,66000,Pacer Service Center,942273863,true
2018,15696,FS Partners,78374094,true
2018,7025,Square One Armoring Services Co,787361302,true
2018,605662.06,Simple Technology Solutions,79197169,true
2018,10138.1,Scaletta Moloney Armoring,847414760,true
2018,10464,V3gate,808862598,true
2018,39500,Prado Family Shooting Range,64836799,true
2018,397554.5,Northrop Grumman Systems Corporation,15247885,true
2018,18054.73,Whispering Pines Enterprises,164947314,true
2018,243000,Ewa Government Systems,103197583,true
2018,409049.78,Chainalysis,79827246,true
2018,19550,Nal Research,799458039,true
2018,5305,Square One Armoring Services Co,787361302,true
2018,7336.52,Atlantic Diving Supply,27079776,true
2018,18900,Word Systems,85619880,true
2018,12372,Truckvault,962916144,true
2018,18778,Ecs Federal,806026852,true
2018,11800,JDL Digital Systems,165449872,true
2018,487308.4,JDL Digital Systems,165449872,true
2018,981914.6,JDL Digital Systems,165449872,true
2018,7000,Commercial Moving Solutions,4791238,false
2018,1910766.88,A. Harold and Associates,130381051,true
2018,16415527.46,Bowhead Support Group,614832819,true
2018,72674.25,Associated Services,783080526,false
2018,57134.4,Xerox Corporation,39860122,true
2018,10294.8,Ricoh Usa,43964519,true
2018,11039.85,Xerox Corporation,39860122,true
2018,10840.27,Xerox Corporation,39860122,true
2018,10564.46,Ricoh Usa,43964519,true
2018,15088.88,Ricoh Usa,43964519,true
2018,14972.34,Ricoh Usa,43964519,true
2018,15403.8,Xerox Corporation,39860122,true
2018,14105.02,Xerox Corporation,39860122,true
2018,12029.85,Xerox Corporation,39860122,true
2018,24273.26,Xerox Corporation,39860122,true
2018,21791.85,Xerox Corporation,39860122,true
2018,10913.62,Xerox Corporation,39860122,true
2018,11979.95,Xerox Corporation,39860122,true
2018,21874.44,Xerox Corporation,39860122,true
2018,14354.2,Ricoh Usa,43964519,true
2018,11019.82,Xerox Corporation,39860122,true
2018,24259.46,Xerox Corporation,39860122,true
2018,14061.51,Xerox Corporation,39860122,true
2018,31943295.4,CSRA,79735371,true
2018,4296320.15,Logistics Applications,177039286,true
2018,6087.34,Xerox Corporation,39860122,true
2018,5432.6,Xerox Corporation,39860122,true
2018,8012.55,Kyocera Document Solutions America,64465503,true
2018,16097.4,Coxcom,71172589,true
2018,126915.11,Pacer Service Center,942273863,true
2018,588000.6,Ace Parking Management,73351538,false
2018,1508972.8,Azimuth Corporation,30352822,false
2018,2272907.16,RHG Group,178074969,false
2018,144524,LRP Publications,85698900,false
2018,13913217.06,Deloitte & Touche,187107958,true
2018,6175214.1,Deloitte & Touche,187107958,true
2018,220800,Quality Coast,791120124,true
2018,,Johns Hopkins University,1910777,false
2018,13761,Shred-It USA,80537986,true
2018,2357392,Solv,835979147,true
2018,1510954.24,Integrated Finance and Accounting Solutions,790473453,false
2018,27456.41,Pacific Lighting Management,190815519,true
2018,7005.11,United Parcel Service,128729373,true
2018,6974.43,Federal Express Corporation,185743655,true
2018,342576,The Training Connection,960380806,false
2018,20367,Ace Parking Management,73351538,false
2018,53101.2,American Immigration Lawyers Association,53109898,false
2018,234051.6,24/7 Enterprises,153476226,false
2018,67962,Step Two Investments,123478914,false
2018,120327,USA Couriers,133129044,false
2018,93214.12,USA Couriers,133129044,false
2018,192298.16,Loyal Source Government Services,831017848,false
2018,1114860,Interpark,969943864,false
2018,82001.36,LLOYD Interest,841284099,false
2018,3050484.69,Tenica and Associates,828039789,false
2018,4780.47,Haworth,72595457,true
2018,449618,Deloitte Consulting,19121586,true
2018,5361338.75,KCorp Technology Services,131666708,true
2018,124998.8,Varnermiller,797039224,false
2018,911420.5,Data Facts,784635021,false
2018,2477441.08,Serco Services,14387489,false
2018,10375323.64,XL Associates,608717450,true
2018,39722,Wicklander Zulawski and Associates,47182209,false
2018,29643.64,Haworth,72595457,true
2018,5795,Human Resources Institute,804703973,true
2018,388217.32,KCorp Technology Services,131666708,true
2018,18896.91,Enterprise Technology Solutions,5050346,true
2018,259272.72,Mavagi Enterprises,30963826,true
2018,9085.29,Anacapa Micro Products,556496370,true
2018,5838,Anacapa Micro Products,556496370,true
2018,103194.63,Net Direct Systems,54007823,true
2018,697426.42,Johns Hopkins University,1910777,false
2018,6921.53,County of Pinal,74447095,true
2018,3478.22,Johnson Controls Security Solutions,7507671,true
2018,42643.56,Joliva Trucking,828709589,true
2018,5000,Paul Radvany,79944512,true
2018,1177752.9,KCorp Support Services,790993252,true
2018,1232941.37,Bowhead Communication Services,78825612,false
2018,57600,Express Alliance Courier,167013189,false
2018,7475.47,Haworth,72595457,true
2018,5080909.41,The Centurion Group,155096154,false
2018,284228.27,Sayres and Associates,17610036,false
2018,228492.92,Haworth,72595457,true
2018,6290.46,Haworth,72595457,true
2018,50328.39,Haworth,72595457,true
2018,169887.92,Haworth,72595457,true
2018,209253.1,Haworth,72595457,true
2018,23594.72,Haworth,72595457,true
2018,10849.2,Haworth,72595457,true
2018,68995.07,Haworth,72595457,true
2018,50846.04,Haworth,72595457,true
2018,374395.34,Haworth,72595457,true
2018,140946.03,Haworth,72595457,true
2018,16179.83,Haworth,72595457,true
2018,59835.41,Sampson Partners,124623039,true
2018,378404.68,Haworth,72595457,true
2018,4933310.2,Keypoint Government Solutions,152867235,true
2018,4933310.2,ADC LTD NM,146389994,true
2018,1233327.55,MSM Security Services,33892381,true
2018,8633292.85,CSRA,79735371,true
2018,3340000,Olin Corporation,88736686,true
2018,44355.6,Vista Outdoor Sales,79331239,true
2018,10078.8,Vista Outdoor Sales,79331239,true
2018,3731.84,Vista Outdoor Sales,79331239,true
2018,299953.28,Vista Outdoor Sales,79331239,true
2018,284604.6,Atlantic Diving Supply,27079776,true
2018,2130174.88,KCorp Support Services,790993252,true
2018,29877.12,"C2G, LTD Co.",827663563,false
2018,4285.68,Premium Parking Service,364156468,false
2018,2997,Visionworx,124116463,true
2018,57968.08,C.F.I. Delivery,931670392,true
2018,31030,Aero Mobility,802856083,true
2018,5358.25,Relx,877672683,true
2018,8087.12,Metro Office Solutions,787411917,true
2018,39199.93,Haworth,72595457,true
2018,136666.21,Haworth,72595457,true
2018,74979.15,Haworth,72595457,true
2018,135690.98,Haworth,72595457,true
2018,8729.91,Vicon Industries,43837947,false
2018,45600,Integrated Parcel Network,122767437,false
2018,277355.84,Haworth,72595457,true
2018,153910.19,Haworth,72595457,true
2018,11522.31,"Hergo, Ergonomic Support Systems",791990146,true
2018,266279.38,Haworth,72595457,true
2018,5910.24,"Hergo, Ergonomic Support Systems",791990146,true
2018,1933200.83,Global Resource Solutions,610974201,false
2018,56880,Integrated Parcel Network,122767437,false
2018,25944103.07,Native Energy & Technology,80778868,true
2018,223936.69,Haworth,72595457,true
2018,23775.12,Haworth,72595457,true
2018,1780476.8,Serco Services,14387489,false
2018,32477.52,Sampson Partners,124623039,true
2018,43353.88,CBT Supply,19979132,true
2018,1275287.88,Deloitte & Touche,187107958,true
2018,190368,Spectrum Services Group,828301213,true
2018,104101.2,VF Imagewear,4048013,true
2018,7635,U.S. Legal Support,2688059,true
2018,8332.2,Atkinson-Baker,607957693,false
2018,3490,Neal R. Gross and Company,1627124,true
2018,11743.65,Joliva Trucking,828709589,true
2018,15125,Richard Tift T,191386275,false
2018,5874.27,Future Fibre Technologies USA,602667839,true
2018,35700,Simon Wiesenthal Center,151580305,true
2018,37118.17,Cubic Global Defense,33747226,true
2018,349180,The Mitre Corporation,40540304,true
2018,450492.81,The Mitre Corporation,40540304,true
2018,30043.94,St Net-Apptis Firstsource Joint Venture,615381907,false
2018,625294.69,Ben Fitzgerald Real Estate Services,53117149,true
2018,5206069.48,Kadix Systems,127327877,false
2018,1572077.78,Kadix Systems,127327877,false
2018,66785.28,Colonial Parking,72634389,false
2018,9164.05,Alon,143682164,false
2018,8750379.14,All Points Logistics,968451591,true
2018,1228568.04,Bulletin Intelligence,827749289,false
2018,168471.6,XL Associates,608717450,true
2018,3606700.68,Protective Products Enterprises,961868721,false
2018,130513.16,Kyocera Document Solutions America,64465503,true
2018,6172000.41,All Points Logistics,968451591,true
2018,36785.1,Omni Business Systems-Fax Plus,193803103,false
2018,3578859.09,All Points Logistics,968451591,true
2018,14185656,CSRA,43991108,false
2018,432772.94,Imagann Cleaning Service,27284830,false
2018,280512.51,BAE Systems Protection Systems,807545538,true
2018,79595.4,BAE Systems Protection Systems,807545538,true
2018,26310,Atlantic Diving Supply,27079776,true
2018,162378.93,BAE Systems Protection Systems,807545538,true
2018,334082.89,XL Associates,608717450,true
2018,1017244.81,XL Associates,608717450,true
2018,56901.85,Federal Cartridge Company,6254833,true
2018,53789.65,Omni Business Systems-Fax Plus,193803103,false
2018,4385,Atlantic Diving Supply,27079776,true
2018,5319339.95,KDH Defense Systems,142984124,true
2018,679014.82,KDH Defense Systems,142984124,true
2018,27444,CQ-Roll Call,780247644,true
2018,9105.6,A2z Supply,808414531,true
2018,,Bashen Corporation,877933408,true
2018,5950685.58,Deloitte & Touche,187107958,true
2018,530947.28,Deva & Associates,789017506,true
2018,3414151.51,Deloitte & Touche,187107958,true
2018,1723497.2,Patriot Solutions,132222063,false
2018,12591145.16,Grant Thornton,128159105,true
2018,28436249.91,Deloitte & Touche,187107958,true
2018,8114309.61,Peraton,125834866,false
2018,1526166.18,Vista Outdoor Sales,79331239,true
2018,953248.02,Vista Outdoor Sales,79331239,true
2018,33547.11,General Dynamics Ordnance and Tactical Systems,961846417,true
2018,7292.85,General Dynamics Ordnance and Tactical Systems,961846417,true
2018,28000,Tecolote Research,74108176,false
2018,3234767.62,Kearney & Company,186576310,false
2018,33625.35,The Medalcraft Mint,6130371,true
2018,2233021,Ernst & Young,95347159,true
2018,435896.18,PCS Enterprises,4841107,true
2018,7147735.14,QBASE-McNeil Integrated Solutions,961746620,true
2018,19358.4,Vista Outdoor Sales,79331239,true
2018,36360,Hullihens Lawn Care,46859745,false
2018,12000,Vermont State Colleges,807840608,true
2018,112667,Southside Garage and Used Auto Parts,26970634,false
2018,146998.4,Aimpoint,609074612,false
2018,,Goodco Mechanical,15490144,true
2018,332776.08,360 Total Concept Consulting,81113627,false
2018,25672,FPMI Solutions,143339492,false
2018,7442404.77,Deloitte Consulting,19121586,true
2018,1792896.74,Deloitte Consulting,19121586,true
2018,24894974.34,Capgemini Government Solutions,132048377,true
2018,50000,Federal Facilitators,119969970,true
2018,2267927.26,Deloitte Consulting,19121586,true
2018,1764940.73,Deloitte Consulting,19121586,true
2018,92867.14,Capgemini Government Solutions,132048377,true
2018,6108699.29,Ernst & Young,95347159,true
2018,7424705.56,Deloitte Consulting,19121586,true
2018,6792.1,Vista Outdoor Sales,79331239,true
2018,3073.28,Vista Outdoor Sales,79331239,true
2018,32699,Vista Outdoor Sales,79331239,true
2018,25326,Remington Arms Company,1453216,true
2018,18492,Remington Arms Company,1453216,true
2018,169036,Vista Outdoor Sales,79331239,true
2018,26562.8,Vista Outdoor Sales,79331239,true
2018,30908,Vista Outdoor Sales,79331239,true
2018,250578.9,Vista Outdoor Sales,79331239,true
2018,36625,Remington Arms Company,1453216,true
2018,13803.3,Vista Outdoor Sales,79331239,true
2018,581695.5,Vista Outdoor Sales,79331239,true
2018,421850,Vista Outdoor Sales,79331239,true
2018,56720.16,General Dynamics Ordnance and Tactical Systems,961846417,true
2018,59654.73,Vista Outdoor Sales,79331239,true
2018,469097.2,Vista Outdoor Sales,79331239,true
2018,133779.92,Vista Outdoor Sales,79331239,true
2018,21092.5,Vista Outdoor Sales,79331239,true
2018,256441.08,Vista Outdoor Sales,79331239,true
2018,247625.95,Vista Outdoor Sales,79331239,true
2018,120740,Vista Outdoor Sales,79331239,true
2018,1123670,Golden Key Group,111187295,true
2018,74506.53,Vista Outdoor Sales,79331239,true
2018,1415664.86,Deloitte Consulting,19121586,true
2018,100360,Rosamilia Builders,959263484,true
2018,,Benefit Planning,790801765,true
2018,,Atlantic Diving Supply,27079776,true
2018,506180.31,KCorp Support Services,790993252,true
2018,220210.45,LT Business Solutions,133297288,false
2018,1996800,OPTiMO Information Technology,825118982,false
2018,22792,Trusted Translations,142063333,true
2018,236000,M. L. Benjamin Enterprises,194508131,true
2018,15700.96,Tactical & Survival Specialties,607775848,true
2018,1582756.89,Booz Allen Hamilton,6928857,true
2018,408556.8,XL Associates,608717450,true
2018,30936.15,KCorp Technology Services,131666708,true
2018,149061.96,Bashen Corporation,877933408,true
2018,306564.76,"Delany, Siegel, Zorn & Associates",101176097,true
2018,3487932.62,KCorp Technology Services,131666708,true
2018,4404,Tactical & Survival Specialties,607775848,true
2018,4467289.9,Deloitte Consulting,19121586,true
2018,11978,Capital Shredder,966648503,false
2018,235000,JDG Associates,624408167,true
2018,47183.83,Franklin Covey Client Sales,12290503,true
2018,15706.9,H Squared,63079268,true
2018,43116.41,Datum Filing Systems,61974549,true
2018,17378,Graduate School,40535536,true
2018,1471443.04,Capgemini Government Solutions,132048377,true
2018,85484,CEB,184779924,true
2018,3902118.42,Ernst & Young,95347159,true
2018,115460,Elevation,144184392,true
2018,9229.3,Aardvark,861004349,true
2018,307887.5,Vista Outdoor Sales,79331239,true
2018,80000,Olin Corporation,88736686,true
2018,2000,Olin Corporation,88736686,true
2018,152400,Olin Corporation,88736686,true
2018,110715,Heckler & Koch Defense,134466999,true
2018,188425,Colt Defense,121396217,true
2018,246310,Vista Outdoor Sales,79331239,true
2018,123155,Vista Outdoor Sales,79331239,true
2018,709295.55,Vista Outdoor Sales,79331239,true
2018,14532,FN America,98401086,true
2018,30807,Vista Outdoor Sales,79331239,true
2018,113760.69,Vista Outdoor Sales,79331239,true
2018,63244.47,Vista Outdoor Sales,79331239,true
2018,5000,Olin Corporation,88736686,true
2018,1538228.32,Olin Corporation,88736686,true
2018,53672.64,Vista Outdoor Sales,79331239,true
2018,39759934.02,CACI-ISS,616205675,true
2018,13232.5,Colt Defense,121396217,true
2018,420040.4,Remington Arms Company,1453216,true
2018,19163.04,Vista Outdoor Sales,79331239,true
2018,3152.6,Vista Outdoor Sales,79331239,true
2018,222443.64,Remington Arms Company,1453216,true
2018,404159.88,Vista Outdoor Sales,79331239,true
2018,383463,Vista Outdoor Sales,79331239,true
2018,30250.97,Vista Outdoor Sales,79331239,true
2018,364600.59,Vista Outdoor Sales,79331239,true
2018,191941.8,Olin Corporation,88736686,true
2018,33166.8,Vista Outdoor Sales,79331239,true
2018,24905.54,Vista Outdoor Sales,79331239,true
2018,50394,Vista Outdoor Sales,79331239,true
2018,377071.95,Vista Outdoor Sales,79331239,true
2018,10976,Vista Outdoor Sales,79331239,true
2018,6974.89,Knight’S Armament Company,54038138,true
2018,25025.28,Vista Outdoor Sales,79331239,true
2018,2992767.49,Motorola Solutions,69373090,true
2018,2015760,Vista Outdoor Sales,79331239,true
2018,35210,Aardvark,861004349,true
2018,1499419.47,Lionbridge Global Solutions II,134265938,true
2018,13625,Remington Arms Company,1453216,true
2018,19961.7,Heckler & Koch Defense,134466999,true
2018,4958,Bovard,38973392,true
2018,144650,KDH Defense Systems,142984124,true
2018,9425,Universal Music,605437870,false
2018,52434.63,Hill & Mac Gunworks,44976271,true
2018,4270,Crowne Plaza Tampa Westshore,828983200,true
2018,14995,Netcom Learning,78843526,true
2018,12227,Tidewater Distributors,802275391,true
2018,11892.5,Portals Hotel Site,135471162,true
2018,1800,Texas Commission on Environmental Quality,808805154,true
2018,11995,Qualification Targets,11457723,true
2018,64769.4,Liveu,4366082,false
2018,11934,Atlantic Diving Supply,27079776,true
2018,29500,Websedge,235211278,true
2018,15870,CQ-Roll Call,780247644,true
2018,11616,Ana-Lab Corporation,58667809,true
2018,7000,Association of Government Accountants,72633340,true
2018,13410.25,Varidesk,79464963,true
2018,4972.48,Acorn Office Products,192770050,true
2018,12818.3,Engel Ballistic Research,58308508,true
2018,9600,Online Consulting,125047027,true
2018,53151.93,A2z Supply,808414531,true
2018,206978.5,Saf Eng Associates,786065052,true
2018,,Red Carrot,31689583,true
2018,352512.62,Technology - Management & Innovative Solutions,135665169,true
2018,371254.65,Firelake Construction,966127768,true
2018,556252.68,U.S. Federal Solutions,78711150,true
2018,354000,Ace Parking Management,73351538,false
2018,,Sig Sauer,78770392,true
2018,,Vista Outdoor Sales,79331239,true
2018,,Tactical & Survival Specialties,607775848,true
2018,15034.8,Witmer Public Safety Group,928251321,true
2018,355782.02,M. L. Benjamin Enterprises,194508131,true
2018,20923,Sprint Communications Company,603493677,true
2018,1247,Whitaker Brothers Business Machines,24292732,true
2018,106245,US Anodizing,15606251,true
2018,5859.15,Dun & Bradstreet,135838084,true
2018,8392,Evacusled,201786600,true
2018,38139,Winnow Management Corporation,613026223,true
2018,531047.15,KCorp Technology Services,131666708,true
2018,12608.45,Johnson Controls Security Solutions,7507671,true
2018,42182.4,Atlantic Diving Supply,27079776,true
2018,44242.32,KCorp Technology Services,131666708,true
2018,57595.2,Atlantic Diving Supply,27079776,true
2018,117128.46,Thermo Scientific Portable Analytical Instruments,112893131,true
2018,262194.92,Aardvark,861004349,true
2018,13135.35,Atlantic Diving Supply,27079776,true
2018,4499,Management Concepts,82355652,true
2018,125197.24,Capgemini Government Solutions,132048377,true
2018,71052,A2z Supply,808414531,true
2018,8159.52,Haworth,72595457,true
2018,10650,Central Transportation Systems,7369119,true
2018,9193.6,Atlantic Diving Supply,27079776,true
2018,14601.6,Atlantic Diving Supply,27079776,true
2018,12685930.14,Miracle Systems,133239397,true
2018,76473,Deaf Access Solutions,78748913,false
2018,6318.5,Presenta Plaque Corporation,161619705,true
2018,147687.7,Aardvark,861004349,true
2018,98312.73,Spacesaver Storage Systems,796830029,true
2018,14899.2,Varidesk,79464963,true
2018,2420327.87,Deloitte Consulting,19121586,true
2018,112890,A2z Supply,808414531,true
2018,41535,A2z Supply,808414531,true
2018,4201171.05,Deloitte Consulting,19121586,true
2018,60593.76,USATactical Supply,21725457,true
2018,1839113.62,Deloitte Consulting,19121586,true
2018,19288.7,MMI Outdoor,621407980,true
2018,29639.61,Bottom Line Military Sales,146850255,true
2018,6673743.7,Deloitte Consulting,19121586,true
2018,2598.75,Chief Supply Corporation,929305191,true
2018,41593.5,Amron International,86003852,true
2018,865933.56,Logistics Applications,177039286,true
2018,61322.85,The Medalcraft Mint,6130371,true
2018,3369.6,Affordable Interior Systems,626060222,true
2018,59580.2,Caprice Electronics,92658152,true
2018,23132.85,Jeremy Meyer,801957981,true
2018,2071627.6,Aardvark,861004349,true
2018,159748.98,Vista Outdoor Sales,79331239,true
2018,9171.04,Benefit Planning,790801765,true
2018,19960.02,Vista Outdoor Sales,79331239,true
2018,15109.32,Vista Outdoor Sales,79331239,true
2018,4098,Atlantic Diving Supply,27079776,true
2018,446145.2,Atlantic Diving Supply,27079776,true
2018,63960,Urban Adventures at Gallery Place,787815542,true
2018,616896.56,Knight’S Armament Company,54038138,true
2018,363307.25,Vista Outdoor Sales,79331239,true
2018,97500,Urban Adventures at Gallery Place,787815542,true
2018,82562.55,LC Industries,962257445,true
2018,558785,Colt Defense,121396217,true
2018,500090,Vista Outdoor Sales,79331239,true
2018,11310.6,Vista Outdoor Sales,79331239,true
2018,15035.52,Vista Outdoor Sales,79331239,true
2018,58196,Glock,148099450,true
2018,39097,Atlantic Diving Supply,27079776,true
2018,649765.78,Vista Outdoor Sales,79331239,true
2018,15787.38,Vista Outdoor Sales,79331239,true
2018,90919.8,Olin Corporation,88736686,true
2018,3522.6,L C NPEE,831108928,true
2018,2717.28,RUAG Ammotec USA,832426261,true
2018,3870,Vista Outdoor Sales,79331239,true
2018,68694.96,Olin Corporation,88736686,true
2018,3030.66,Olin Corporation,88736686,true
2018,164691.25,Glock,148099450,true
2018,375.89,Vista Outdoor Sales,79331239,true
2018,113520,Vista Outdoor Sales,79331239,true
2018,75825,Atlantic Diving Supply,27079776,true
2018,28472.61,Vista Outdoor Sales,79331239,true
2018,26960.79,Vista Outdoor Sales,79331239,true
2018,460.64,Olin Corporation,88736686,true
2018,2489.1,Olin Corporation,88736686,true
2018,1361.7,Olin Corporation,88736686,true
2018,860,Vista Outdoor Sales,79331239,true
2018,1023.92,Vista Outdoor Sales,79331239,true
2018,57000,Olin Corporation,88736686,true
2018,9000.32,Vista Outdoor Sales,79331239,true
2018,50511,Olin Corporation,88736686,true
2018,1885.1,Vista Outdoor Sales,79331239,true
2018,3797.46,International Cartridge Corporation,840215854,true
2018,12459.38,Olin Corporation,88736686,true
2018,673.48,Olin Corporation,88736686,true
2018,20541.14,Olin Corporation,88736686,true
2018,9303.12,General Dynamics Ordnance and Tactical Systems,961846417,true
2018,275907.15,Vista Outdoor Sales,79331239,true
2018,2349.3,Vista Outdoor Sales,79331239,true
2018,20673.95,Vista Outdoor Sales,79331239,true
2018,27279,FN America,98401086,true
2018,1082,Vista Outdoor Sales,79331239,true
2018,55800,Olin Corporation,88736686,true
2018,299324.65,Remington Arms Company,1453216,true
2018,2819.04,Olin Corporation,88736686,true
2018,24684.18,Vista Outdoor Sales,79331239,true
2018,37589,Vista Outdoor Sales,79331239,true
2018,260580,Vista Outdoor Sales,79331239,true
2018,19212.5,Remington Arms Company,1453216,true
2018,52868.18,Olin Corporation,88736686,true
2018,1469310,Vista Outdoor Sales,79331239,true
2018,1242075,Colt Defense,121396217,true
2018,66337.78,Olin Corporation,88736686,true
2018,667.14,Vista Outdoor Sales,79331239,true
2018,187945,Vista Outdoor Sales,79331239,true
2018,134205,Knight’S Armament Company,54038138,true
2018,439630,Atlantic Diving Supply,27079776,true
2018,303066,Olin Corporation,88736686,true
2018,397466.5,Remington Arms Company,1453216,true
2018,255222,Atlantic Diving Supply,27079776,true
2018,107500,Vista Outdoor Sales,79331239,true
2018,6504.48,Atlantic Diving Supply,27079776,true
2018,140000,Olin Corporation,88736686,true
2018,3775,Benefit Planning,790801765,true
2018,20625,Colt Defense,121396217,true
2018,59770,Vista Outdoor Sales,79331239,true
2018,58905,Atlantic Diving Supply,27079776,true
2018,10336.92,Vista Outdoor Sales,79331239,true
2018,754.04,Vista Outdoor Sales,79331239,true
2018,1879.45,Vista Outdoor Sales,79331239,true
2018,67102.5,Knight’S Armament Company,54038138,true
2018,381600,Golden Key Group,111187295,true
2018,5452.35,Heckler & Koch Defense,134466999,true
2018,4757.22,Benefit Planning,790801765,true
2018,12172.5,Vista Outdoor Sales,79331239,true
2018,226011.5,Aardvark,861004349,true
2018,2429603.8,Central Lake Armor Express,602335882,true
2018,12818.68,Vista Outdoor Sales,79331239,true
2018,25742.6,Price Modern,3073525,true
2018,875434.2,Mavagi Enterprises,30963826,true
2018,35641.06,Price Modern,3073525,true
2018,30896.5,Anacapa Micro Products,556496370,true
2018,23609.26,Price Modern,3073525,true
2018,318508.8,Mavagi Enterprises,30963826,true
2018,13301999.5,Motorola Solutions,69373090,true
2018,76130,FN America,98401086,true
2018,7583.71,Price Modern,3073525,true
2018,987.84,Vista Outdoor Sales,79331239,true
2018,178218.78,Price Modern,3073525,true
2018,136034.49,Price Modern,3073525,true
2018,31573.13,Price Modern,3073525,true
2018,79097.29,Price Modern,3073525,true
2018,1244989.64,Tactical & Survival Specialties,607775848,true
2018,166992.98,Red Carrot,31689583,true
2018,8238.7,Tactical & Survival Specialties,607775848,true
2018,21889.1,Price Modern,3073525,true
2018,576390.99,Tactical & Survival Specialties,607775848,true
2018,61060,Vista Outdoor Sales,79331239,true
2018,57135.28,Vista Outdoor Sales,79331239,true
2018,6234.4,International Cartridge Corporation,840215854,true
2018,20385.15,Freeman Expositions,7821085,true
2018,114377.69,at Your Service Heating & Cooling,9557104,true
2018,6920,Purple Communications,123716578,true
2018,77440,Glock,148099450,true
2018,51537.5,Combined Systems,57223794,true
2018,130501.25,KCorp Support Services,790993252,true
2018,9976.52,A2z Supply,808414531,true
2018,99799,Sig Sauer,78770392,true
2018,3357,WMK San Antonio,78306688,true
2018,34306,Paul Palmer,618518745,false
2018,4926.2,Vista Outdoor Sales,79331239,true
2018,10837.64,Vista Outdoor Sales,79331239,true
2018,4078,Springfield,187568928,true
2018,10470,Vermont State Colleges,807840608,true
2018,7389.3,Vista Outdoor Sales,79331239,true
2018,3500,Hit Portfolio I Misc TRS,80997786,true
2018,5100,Office Depot,614345809,true
2018,7635.61,Vista Outdoor Sales,79331239,true
2018,5583.76,Rosamilia Builders,959263484,true
2018,12350,Nosler,9028176,true
2018,7220.31,Southwest Solutions Group,171909963,false
2018,20837.84,United Tactical Systems,78537385,true
2018,24263.2,Atlantic Diving Supply,27079776,true
2018,107600,Glock,148099450,true
2018,20118,A2z Supply,808414531,true
2018,149310,B5 Systems,828777867,true
2018,21991.43,R. P. Aiken & Son,49671092,true
2018,37133.6,A2z Supply,808414531,true
