county,link,name,state,lat,long,geocoded-address,found
Middlebury,http://www.addisonindependent.com/,Addison County Independent,Vermont,44.0162199,-73.170578,"58 Maple St, Middlebury, VT 05753, USA",Match
Barton,http://www.bartonchronicle.com/,Barton Chronicle,Vermont,44.748174,-72.1787553,"133 Water St, Barton, VT 05822, USA",Match
Bennington,http://www.benningtonbanner.com/,Bennington Banner,Vermont,42.8779641,-73.1962367,"425 Main St, Bennington, VT 05201, USA",Match
Brattleboro,http://www.reformer.com/,Brattleboro Reformer,Vermont,42.88062,-72.56212,"62 Black Mountain Rd, Brattleboro, VT 05301, USA",Match
Burlington,http://www.burlingtonfreepress.com/,The Burlington Free Press,Vermont,44.4782738,-73.2155902,"100 Bank St, Burlington, VT 05401, USA",Match
Williston,http://www.vermontguides.com/,Business People Vermont,Vermont,44.450249,-73.1213,"237 Commerce St #202, Williston, VT 05495, USA",Match
Saint Johnsbury,http://www.caledonian-record.com/,The Caledonian-Record,Vermont,44.4179384,-72.0188421,"190 Federal St, St Johnsbury, VT 05819, USA",Match
West Dover,http://www.dvalnews.com/,Deerfield Valley News,Vermont,42.9109454,-72.8402686,"797 VT-100, Wilmington, VT 05363, USA",Match
Burlington,http://www.harborwatch.com/,Harbor Watch,Vermont,44.4587073,-73.2226243,"Harbor Watch Rd, Burlington, VT 05401, USA",Match
Lyndonville,http://www.holdcraft.com/,The Independent,Vermont,44.5336665,-72.0031514,"Lyndonville, Lyndon, VT 05851, USA",Partial Match
Bradford,http://www.jonews.com/,Journal Opinion,Vermont,43.9972572,-72.1260333,"172 N Main St, Bradford, VT 05033, USA",Match
Killington,http://www.visionvt.com/,The Mountain Times,Vermont,43.6417212,-72.7675659,"5465 US-4, Killington, VT 05751, USA",Match
Prescott,http://www.picayune-times.com/,Nevada County Picayune,Arkansas,33.8011654,-93.3815145,"100 E Elm St, Prescott, AR 71857, USA",Match
Newport,http://www.newportindependent.com/,Newport Daily Independent,Arkansas,35.6280235,-91.25143,"2408 AR-367, Newport, AR 72112, USA",Match
North Little Rock,http://www.nlrtimes.com/,North Little Rock Times,Arkansas,34.7550141,-92.2684352,"1 Riverfront Dr #615, North Little Rock, AR 72114, USA",Match
Ozark,http://www.ozarkspectator.com/,Ozark Spectator,Arkansas,35.4860482,-93.8266326,"207 W Main St, Ozark, AR 72949, USA",Match
Horseshoe Bend,http://www.pacesettingtimes.net/,The Pacesetting Times,Arkansas,36.2226771,-91.7594991,"703 S Bend Dr, Horseshoe Bend, AR 72512, USA",Match
Paragould,http://www.paragoulddailypress.com/,Paragould Daily Press,Arkansas,36.060291,-90.5037828,"1401 W Hunt St, Paragould, AR 72450, USA",Match
Paris,http://www.cswnet.com/~express/,Paris Express,Arkansas,35.291642,-93.730975,"22 S Express St, Paris, AR 72855, USA",Match
Pine Bluff,http://www.pbcommercial.com/,Pine Bluff Commercial,Arkansas,34.2262092,-92.0117523,"300 S Beech St, Pine Bluff, AR 71601, USA",Match
Rogers,http://www.nwanews.com/hometown/,Rogers Hometown News,Arkansas,36.3329847,-94.1373625,"1400 W Walnut St, Rogers, AR 72756, USA",Match
Hot Springs,http://www.hotsr.com/,The Sentinel-Record,Arkansas,34.5106315,-93.0515532,"300 Spring St, Hot Springs, AR 71901, USA",Match
Sherwood,http://www.sherwoodvoice.com/,Sherwood Voice,Arkansas,34.8150907,-92.2243153,"Sherwood, AR, USA",Partial Match
Arkadelphia,http://www.siftingsherald.com/,Siftings Herald,Arkansas,34.1200428,-93.0811022,"205 S 26th St, Arkadelphia, AR 71923, USA",Match
Fort Smith,http://www.swtimes.com/,Southwest Times Record,Arkansas,35.3657936,-94.3747158,"5111 Rogers Ave Suite 471, Fort Smith, AR 72903, USA",Match
Stuttgart,http://www.stuttgartdailyleader.com/,The Stuttgart Daily Leader,Arkansas,34.4971441,-91.5532155,"111 W 6th St, Stuttgart, AR 72160, USA",Match
Richmond,http://www.vpa.net/,Virginia Press Association,Virginia,37.6877716,-77.5931214,"11529 Nuckols Rd, Glen Allen, VA 23059, USA",Match
Alexandria,http://cold.jrnl.com/cfdocs/new/alx/,Alexandria Journal,Virginia,38.804175,-77.0446874,"110 S Pitt St, Alexandria, VA 22314, USA",Match
Bland,http://www.blandnews.com/,Bland County Messenger,Virginia,37.0924986,-81.1196075,"Bland County, VA, USA",Match
Roanoke,http://www.bizjournal.com/,Blue Ridge Business Journal,Virginia,37.2718345,-79.9448247,"201 Campbell Ave SW, Roanoke, VA 24011, USA",Match
Bristol,http://www.bristolnews.com/,Bristol Herald Courier,Virginia,36.5998847,-82.1950986,"320 Bob Morrison Blvd, Bristol, VA 24201, USA",Match
Louisa,http://www.thecentralvirginian.com/,Central Virginian News,Virginia,38.014363,-77.966784,"89 Rescue Ln, Louisa, VA 23093, USA",Match
Tazewell,http://www.richlands-news-press.com/,Clinch Valley News,Virginia,37.1301154,-81.4939984,"Clinch Valley, Tazewell, VA 24651, USA",Partial Match
Big Stone Gap,http://www.coalfield.com/,Coalfield Progress,Virginia,36.9338189,-82.6288525,"725 Park Ave NW, Norton, VA 24273, USA",Match
Safford,http://www.eacourier.com/,The Eastern Arizona Courier,Arizona,32.8336333,-109.7039141,"301 E U.S. Hwy 70 A, Safford, AZ 85546, USA",Match
Kingman,http://www.kingmandailyminer.com/,Golden Valley Enterprise,Arizona,44.9917149,-93.3600034,"Golden Valley, MN, USA",Partial Match
Grand Canyon,http://www.grandcanyontourguide.com/,Grand Canyon News,Arizona,35.249387,-112.189377,"118 S 3rd St, Williams, AZ 86046, USA",Match
Green Valley,http://www.gvnews.com/,Green Valley News & Sun,Arizona,31.9106893,-110.9831337,"18705 S I 19 Frontage Rd, Green Valley, AZ 85614, USA",Match
Tucson,http://www.azbiz.com/,Inside Tucson Business,Arizona,32.1350839,-110.921325,"3280 E Hemisphere Loop, Tucson, AZ 85706, USA",Match
Phoenix,http://www.jewishaz.com/,Jewish News,Arizona,33.516939,-112.0507072,"1430 E Missouri Ave, Phoenix, AZ 85014, USA",Match
Kingman,http://www.kingmandailyminer.com/,Kingman Daily Miner,Arizona,35.2129912,-114.0355373,"3015 Stockton Hill Rd, Kingman, AZ 86401, USA",Match
Cottonwood,http://www.kudosnaz.com/,Kudos,Arizona,34.7371769,-112.010234,"116 S Main St, Cottonwood, AZ 86326, USA",Partial Match
Page,http://www.lakepowellchronicle.com/,Lake Powell Chronicle,Arizona,36.9169281,-111.459601,"635 Elm St, Page, AZ 86040, USA",Match
Bullhead City,http://www.mohavedailynews.com/,Mohave Valley Daily News,Arizona,35.0973827,-114.5969144,"2435 Miracle Mile, Bullhead City, AZ 86442, USA",Match
Flagstaff,http://www.navajohopiobserver.com/,Navajo Hopi Observer,Arizona,35.215208,-111.6138108,"2717 N Fourth St #110, Flagstaff, AZ 86001, USA",Match
Window Rock,http://www.thenavajotimes.com/,The Navajo Times,Arizona,35.6627665,-109.0560768,"AZ-264, Window Rock, AZ 86515, USA",Match
Salt Lake City,http://www.utahpress.com/,Utah Press Association,Utah,40.7676559,-111.903059,"90 400 W # 690, Salt Lake City, UT 84101, USA",Match
Beaver,http://www.utahpress.com/beaverpress/,The Beaver Press,Utah,40.6973038,-80.3181335,"1 Gypsy Glen Rd, Beaver, PA 15009, USA",Match
Brigham City,http://www.benewsjournal.com/,Box Elder News Journal,Utah,41.509191,-112.016878,"55 S 100 W, Brigham City, UT 84302, USA",Match
Moab,http://www.canyoncountryzephyr.com/,Canyon Country Zephyr,Utah,38.5733155,-109.5498395,"Moab, UT 84532, USA",Partial Match
Salt Lake City,http://www.slweekly.com/,City Weekly,Utah,40.7637466,-111.8917234,"248 Main St, Salt Lake City, UT 84101, USA",Match
Orem,http://www.ucjournal.com/,Daily Journal,Utah,40.2968979,-111.6946475,"Orem, UT, USA",Partial Match
Provo,http://newsnet.byu.edu/,The Daily Universe,Utah,40.2461199,-111.6525092,"Provo, UT 84604, USA",Match
Bountiful,http://www.clippertoday.com/,Davis County Clipper,Utah,40.8766109,-111.8932841,"1370 500 W, Woods Cross, UT 84010, USA",Match
Salt Lake City,http://www.desnews.com/,Deseret News,Utah,40.7704482,-111.9000948,"55 N 300 W, Salt Lake City, UT 84101, USA",Match
Castle Dale,http://www.ecprogress.com/,Emery County Progress,Utah,39.2115426,-111.0118819,"410 E Main St b, Castle Dale, UT 84513, USA",Partial Match
Salt Lake City,http://www.the-event.com/,The Event,Utah,40.767199,-111.8950013,"100 S Temple, Salt Lake City, UT 84101, USA",Match
Everett,http://www.heraldnet.com/,The Herald,Washington,47.9789848,-122.2020795,"Everett, WA, USA",Partial Match
Eastsound,http://www.islandssounder.com/,The Islands' Sounder,Washington,48.6947002,-122.9073491,"217 Main St, Eastsound, WA 98245, USA",Match
Issaquah,http://www.isspress.com/,Issaquah Press,Washington,47.5421751,-122.0594089,"1085 12th Ave NW, Issaquah, WA 98027, USA",Match
Port Townsend,http://www.ptleader.com/,Jefferson County Leader,Washington,48.11534,-122.75558,"226 Adams St, Port Townsend, WA 98368, USA",Match
Spokane,http://www.spokanejournal.com/,Journal of Business,Washington,47.6537559,-117.4038791,"429 E 3rd Ave, Spokane, WA 99202, USA",Match
Friday Harbor,http://www.sanjuanjournal.com/,The Journal of the San Juan Islands,Washington,48.5306234,-123.021788,"640 Mullis St, Friday Harbor, WA 98250, USA",Match
Lake Stevens,http://www.lakestevensjournal.com/,Lake Stevens Journal,Washington,47.9794812,-122.0907354,"1816 S Lake Stevens Rd, Lake Stevens, WA 98258, USA",Match
Port Townsend,http://www.ptleader.com/,The Leader,Washington,48.11534,-122.75558,"226 Adams St, Port Townsend, WA 98368, USA",Match
Leavenworth,http://www.leavenworthecho.com/,Leavenworth Echo,Washington,47.598521,-120.6542841,"215 14th St, Leavenworth, WA 98826, USA",Match
Lewiston,http://www.lmtribune.com/,Lewiston Morning Tribune,Washington,46.4227361,-117.0268312,"505 Capital St, Lewiston, ID 83501, USA",Match
Lynden,http://www.lyndentrib.com/,Lynden Tribune,Washington,48.943051,-122.4553371,"113 6th St, Lynden, WA 98264, USA",Match
Mercer Island,http://www.mi-reporter.com/,Mercer Island Reporter,Washington,47.585417,-122.1647486,"2700 Richards Rd Suite 201, Bellevue, WA 98005, USA",Match
Twisp,http://www.methowvalleynews.com/,Methow Valley News,Washington,48.3614703,-120.120419,"502 S Glover St, Twisp, WA 98856, USA",Match
Huntington,http://www.huntingtonnews.net/,HuntingtonNews.Net,West Virginia,38.4192496,-82.445154,"Huntington, WV, USA",Partial Match
Wheeling,http://theintelligencer.net/,The Intelligencer/Wheeling News-Register,West Virginia,40.0645885,-80.7230001,"1500 Main St, Wheeling, WV 26003, USA",Match
Elkins,http://theintermountain.com/,The Inter-Mountain,West Virginia,38.9281647,-79.8504316,"520 Railroad Ave, Elkins, WV 26241, USA",Partial Match
Martinsburg,http://journal-news.net/,The Journal,West Virginia,39.4563945,-77.9655538,"207 W King St, Martinsburg, WV 25401, USA",Match
Hamlin,http://www.lincolnjournal.com/,Lincoln Journal,West Virginia,38.2776007,-82.1033004,"328 Walnut St, Hamlin, WV 25523, USA",Match
Logan,http://www.loganbanner.com/,Logan Banner,West Virginia,37.8466794,-81.9894277,"218 Dingess St, Logan, WV 25601, USA",Match
Berkeley Springs,http://www.morganmessenger.com/,The Morgan Messenger,West Virginia,39.6266972,-78.2265186,"16 N Mercer St, Berkeley Springs, WV 25411, USA",Match
Lewisburg,http://www.mountainmessenger.com/,Mountain Messenger,West Virginia,37.8026677,-80.4458478,"122 N Court St, Lewisburg, WV 24901, USA",Match
Clarksburg,http://www.mountainstatesman.com/,Mountain Statesman,West Virginia,39.3446163,-80.0406874,"914 W Main St, Grafton, WV 26354, USA",Match
Huntington,http://www.marshall.edu/parthenon/,The Parthenon,West Virginia,38.4238818,-82.430382,"400 Hal Greer Boulevard # 109, Huntington, WV 25755, USA",Match
Marlinton,http://www.pocahontastimes.com/,The Pocahontas Times,West Virginia,38.223254,-80.094456,"206 8th St, Marlinton, WV 24954, USA",Match
Point Pleasant,http://www.cnhi.com/register/,Point Pleasant Register,West Virginia,38.8445251,-82.1370889,"Point Pleasant, WV, USA",Match
Metamora,http://www.heraldnewspapers.com/,The Herald,Illinois,,,,No Match
Westchester,http://www.pioneerlocal.com/homepage/we/,The Herald,Illinois,40.9357124,-73.9007199,"Dock St, Yonkers, NY 10701, USA",Match
Park Ridge,http://www.pioneerlocal.com/homepage/pr/,Herald-Advocate,Illinois,42.0111412,-87.8406192,"Park Ridge, IL, USA",Partial Match
Joliet,http://www.suburbanchicagonews.com/HeraldNews/,Herald News,Illinois,41.5253314,-88.1334227,"2175 Oneida St, Joliet, IL 60435, USA",Match
Decatur,http://www.herald-review.com/,Herald & Review,Illinois,39.843193,-88.948511,"601 E William St, Decatur, IL 62523, USA",Match
Joliet,http://www.suburbanchicagonews.com/heraldnews/,The Herald-News,Illinois,41.5253314,-88.1334227,"2175 Oneida St, Joliet, IL 60435, USA",Match
Niles,http://www.pioneerlocal.com/homepage/ni/,Herald-Spectator,Illinois,42.0189191,-87.8028402,"Niles, IL, USA",Partial Match
Highland Park,http://www.pioneerlocal.com/homepage/hp/,Highland Park News,Illinois,42.1926682,-87.8013556,"433 Vine Ave, Highland Park, IL 60035, USA",Match
Chicago,http://www.hpherald.com/,Hyde Park Herald,Illinois,41.7994128,-87.5882625,"1525 E 53rd St suite 920, Chicago, IL 60615, USA",Match
Chicago,http://www.insideonline.com/,Inside Publications,Illinois,41.995116,-87.669763,"6221 N Clark St, Chicago, IL 60660, USA",Match
Des Plaines,http://www.nsn.org/dpkhome/jtopics/,Journal & Topics Newspapers,Illinois,42.0418496,-87.8898425,"622 Graceland Ave, Des Plaines, IL 60016, USA",Match
Peoria,http://pjstar.com/,Journal Star,Illinois,40.724816,-89.559604,"1 News Plaza, Peoria, IL 61643, USA",Match
Fort Lauderdale,http://www.sun-sentinel.com/,Sun-Sentinel,Florida,26.314273,-80.121613,"333 SW 12th Ave, Deerfield Beach, FL 33442, USA",Match
Tallahassee,http://www.tdo.com/,Tallahassee Democrat,Florida,30.446535,-84.2611,"277 N Magnolia Dr, Tallahassee, FL 32301, USA",Match
Tampa,http://tampabay.bcentral.com/tampabay/,Tampa Bay Business,Florida,27.9438302,-82.5255128,"4890 W Kennedy Blvd #850, Tampa, FL 33609, USA",Match
Tampa,http://www.tampatrib.com/,The Tampa Tribune,Florida,27.952196,-82.4623705,"1000 N Ashley Dr #700, Tampa, FL 33602, USA",Match
Sarasoto,http://tempo-news.com/,Tempo-News,Florida,27.362622,-82.536639,"3006 Goodrich Ave, Sarasota, FL 34234, USA",Partial Match
Wellington,http://www.thecrier.com/,The Town-Crier,Florida,26.6727155,-80.2460966,"12794 Forest Hill Blvd, Wellington, FL 33414, USA",Match
Port Saint Lucie,http://www.portsaintlucie.com/,The Tribune,Florida,27.2730492,-80.3582261,"Port St. Lucie, FL, USA",Partial Match
Venice,http://www.venicegondolier.com/,The Venice Gondolier,Florida,27.099329,-82.441541,"200 E Venice Ave, Venice, FL 34285, USA",Match
Winter Garden,http://www.wotimes.com/,The West Orange Times,Florida,28.5727515,-81.5839121,"446 N Dillard St, Winter Garden, FL 34787, USA",Match
Santa Rosa Beach,http://www.waltonsun.com/,The Walton Sun,Florida,30.3742771,-86.2707245,"5597 US-98 #203, Santa Rosa Beach, FL 32459, USA",Match
Fort Lauderdale,http://waterfront-news.com/,Waterfront News,Florida,26.1026303,-80.1434831,"1515 SW 1st Ave, Fort Lauderdale, FL 33315, USA",Match
Tampa,http://www.weeklyplanet.com/,Weekly Planet,Florida,27.950575,-82.4571776,"Tampa, FL, USA",Partial Match
Williston,http://www.willistonpioneer.com/,The Williston Pioneer,Florida,29.381971,-82.4513939,"607 SW 1st Ave, Williston, FL 32696, USA",Match
Bristol,http://www.zwire.com/site/news.cfm?brd=1648,Valley News,Connecticut,43.6269276,-72.3203607,"24 Interchange Dr, West Lebanon, NH 03784, USA",Match
Southbury,http://www.voicesnews.com,Voices News,Connecticut,41.481608,-73.215173,"55 Heritage Rd, Southbury, CT 06488, USA",Match
Waterbury,http://www.rep-am.com/,Waterbury Republican-American,Connecticut,41.5581525,-73.0514965,"Waterbury, CT, USA",Match
Bristol,http://www.zwire.com/site/news.cfm?brd=1646,West Hartford News,Connecticut,41.7255831,-72.7139231,"Bristol St, West Hartford, CT, USA",Partial Match
West Haven,http://www.whvoice.com/,West Haven Voice,Connecticut,41.2707762,-72.951796,"666 Savin Ave, West Haven, CT 06516, USA",Match
Westport,http://www.zwire.com/site/news.cfm?brd=1654,Westport Minuteman,Connecticut,41.1113674,-73.3552288,"281 Compo Rd S, Westport, CT 06880, USA",Match
Weston,http://www.thewestonforum.com/,Weston Forum,Connecticut,41.281533,-73.4974451,"16 Bailey Ave, Ridgefield, CT 06877, USA",Match
Bristol,http://www.zwire.com/site/news.cfm?brd=1662,Wethersfield Post,Connecticut,41.7101039,-72.6621701,"67 Beaver Rd, Wethersfield, CT 06109, USA",Match
Wilton,http://www.acorn-online.com/joomla15/wiltonbulletin/news.html,Wilton Bulletin,Connecticut,41.2387202,-73.4315004,"644 Danbury Rd # 1, Wilton, CT 06897, USA",Match
Bristol,http://www.zwire.com/site/news.cfm?brd=1633,Windsor Journal,Connecticut,41.7766015,-72.5162622,"164 E Center St, Manchester, CT 06040, USA",Match
Bristol,http://www.zwire.com/site/news.cfm?brd=1651,Windsor Locks Journal,Connecticut,41.9242917,-72.6454469,"Windsor Locks, CT, USA",Partial Match
New Haven,http://www.yaledailynews.com/,Yale Daily News,Connecticut,41.3091623,-72.9315181,"202 York St, New Haven, CT 06511, USA",Match
New Haven,http://www.yaleherald.com/,Yale Herald,Connecticut,41.3163244,-72.9223431,"New Haven, CT 06520, USA",Partial Match
Santa Cruz,http://www.gdtimes.com/,Good Times,California,36.971906,-122.0259209,"107 Dakota Ave, Santa Cruz, CA 95060, USA",Match
 Granite Bay,http://home.quiknet.com/bayview/,Granite Bay View,California,38.7632345,-121.1638361,"Granite Bay, CA, USA",Partial Match
Half Moon Bay,http://www.hmbreview.com/,Half Moon Bay Review,California,37.4634358,-122.428872,"714 Kelly Ave, Half Moon Bay, CA 94019, USA",Match
Yucca Valley,http://www.hidesertstar.com/,Hi-Desert Star,California,34.1199073,-116.4329633,"56445 Twentynine Palms Highway, Yucca Valley, CA 92284, USA",Match
Huntington Beach,http://www.hbnews.us/,Huntington Beach News,California,33.6929891,-117.988352,"18582 Beach Blvd #236, Huntington Beach, CA 92648, USA",Match
Idyllwild,http://www.idyl.com/,Idyllwild Town Crier,California,33.7464066,-116.7115013,"54405 N Circle Dr, Idyllwild, CA 92549, USA",Match
Huntington Beach,http://www.hbindy.com/,Independent,California,33.6594835,-117.9988026,"Huntington Beach, CA, USA",Partial Match
Livermore,http://www.independentnews.com/,The Independent,California,37.6823367,-121.7684606,"1198, Livermore, CA 94551, USA",Match
Dixon,http://www.independentvoice.com/,Independent Voice,California,38.450372,-121.8263816,"539 N Adams St, Dixon, CA 95620, USA",Match
Ontario,http://www.dailybulletin.com/,Inland Valley Daily Bulletin,California,34.0789789,-117.594055,"9616 Archibald Ave #100, Rancho Cucamonga, CA 91730, USA",Match
Los Angeles,http://www.investors.com/,Investor's Business Daily,California,33.9796714,-118.4189193,"12655 Beatrice St, Los Angeles, CA 90066, USA",Match
Austin,http://www.tdna.org/,Texas Daily Newspaper Association,Texas,30.2588472,-97.7447015,"305 S Congress Ave, Austin, TX 78704, USA",Match
Austin,http://www.texaspress.com/,Texas Press Association,Texas,30.2588472,-97.7447015,"305 S Congress Ave, Austin, TX 78704, USA",Match
Abilene,http://www.reporternews.com/,Abilene Reporter-News,Texas,32.450289,-99.733925,"101 Cypress St, Abilene, TX 79601, USA",Match
Allen,http://www.allenamerican.com/,The Allen American,Texas,33.1031744,-96.6705503,"Allen, TX, USA",Match
Alpine,http://www.alpineavalanche.com/,Alpine Avalanche,Texas,30.3584635,-103.6614103,"118 N 5th St, Alpine, TX 79830, USA",Match
Alpine,http://www.alpineobserver.com/,Alpine Observer,Texas,-36.559874,146.725138,"76 Standish St, Myrtleford VIC 3737, Australia",Partial Match
Amarillo,http://www.amarillonet.com/,Amarillo Daily News/Amarillo Globe Times,Texas,35.2046092,-101.8406098,"900 S Harrison St, Amarillo, TX 79101, USA",Match
Angleton,http://www.angletontimes.com/,Angleton Times,Texas,29.16941,-95.4318847,"Angleton, TX 77515, USA",Partial Match
Macon,http://www.macon.com/,Macon Telegraph,Georgia,32.8356919,-83.6270632,"487 Cherry St, Macon, GA 31201, USA",Match
Marietta,http://www.mdjonline.com/,Marietta Daily Journal,Georgia,33.938277,-84.5358877,"580 Fairground St SE, Marietta, GA 30060, USA",Match
Augusta,http://www.metspirit.com/,The Metropolitan Spirit,Georgia,33.5135125,-82.055767,"3124 Washington Rd, Augusta, GA 30907, USA",Match
Moultrie,http://www.moultrieobserver.com/,Moultrie Observer,Georgia,31.180482,-83.7892223,"25 N Main St, Moultrie, GA 31768, USA",Match
Newnan,http://times-herald.com/,Newnan Times-Herald,Georgia,33.3760923,-84.7996975,"16 Jefferson St, Newnan, GA 30263, USA",Match
Watkinsville,http://www.oconeeenterprise.com/,Oconee Enterprise,Georgia,33.8599407,-83.4046261,"26 S Barnett Shoals Rd, Watkinsville, GA 30677, USA",Match
Jasper,http://www.pickensprogress.com/,Pickens County Progress,Georgia,34.4693686,-84.4304298,"94 N Main St, Jasper, GA 30143, USA",Match
Bainbridge,http://www.thepostsearchlight.com/,Post Searchlight,Georgia,30.9075525,-84.5776677,"301 N Crawford St, Bainbridge, GA 39817, USA",Match
Jesup,http://www.thepress-sentinel.com/,The Press Sentinel,Georgia,31.6080977,-81.8836744,"252 W Walnut St, Jesup, GA 31545, USA",Match
Athens,http://www.redandblack.com/,Red and Black,Georgia,33.9501948,-83.3844126,"540 Baxter St, Athens, GA 30605, USA",Match
Alpharetta,http://www.appnews.com/,The Revue & News,Georgia,34.084383,-84.29466,"319 N Main St, Alpharetta, GA 30009, USA",Partial Match
Conyers,http://www.rockdalecitizen.com/,The Rockdale Citizen,Georgia,33.6656067,-84.0161929,"969 main St, Conyers, GA 30012, USA",Match
Rome,http://www.romenews-tribune.com/,Rome News-Tribune,Georgia,34.2538,-85.166226,"305 E 6th Ave, Rome, GA 30161, USA",Match
Brookings,http://www.sdna.com/,South Dakota Newspaper Association,South Dakota,44.3187598,-96.7539589,"1125 32nd Ave, Brookings, SD 57006, USA",Match
Aberdeen,http://web.aberdeennews.com/,Aberdeen American News,South Dakota,45.4633929,-98.4913449,"124 S 2nd St, Aberdeen, SD 57401, USA",Match
Alcester,http://www.a-h-enews.com/,Alcester-Hudson News,South Dakota,43.0248318,-96.6305561,"102 E 5th St, Alcester, SD 57001, USA",Match
Sioux Falls,http://www.argusleader.com/,Argus Leader,South Dakota,43.5457734,-96.7304165,"200 S Minnesota Ave, Sioux Falls, SD 57104, USA",Match
Belle Fourche,http://post.bhcn.com/,Belle Fourche Post & Bee,South Dakota,44.6713328,-103.8513114,"614 State St, Belle Fourche, SD 57717, USA",Match
Spearfish,http://www.bhpioneer.com/,Black Hills Pioneer,South Dakota,44.4825412,-103.8081131,"315 Seaton Cir, Spearfish, SD 57783, USA",Match
Brookings,http://www.brookingsregister.com/,Brookings Register,South Dakota,44.3101527,-96.799652,"312 5th St, Brookings, SD 57006, USA",Match
Newell,http://newell.bhcn.com/,Butte County Valley Irrigator,South Dakota,44.7147081,-103.4207436,"Newell, SD 57760, USA",Partial Match
Pierre,http://www.capjournal.com/,Capital Journal,South Dakota,44.3674651,-100.3588247,"333 W Dakota Ave, Pierre, SD 57501, USA",Match
Mitchell,http://www.mitchellrepublic.com/,The Daily Republic,South Dakota,43.7084528,-98.023637,"120 S Lawler St, Mitchell, SD 57301, USA",Match
Aberdeen,http://www.farmforum.net/,Farm Forum Online,South Dakota,45.4633929,-98.4913449,"124 S 2nd St, Aberdeen, SD 57401, USA",Match
Columbia,http://www.scpress.org/,South Carolina Press Association,South Carolina,34.032183,-81.1253101,"106 Outlet Pointe Blvd, Columbia, SC 29210, USA",Match
Aiken,http://www.aikenstandard.com/,Aiken Standard,South Carolina,33.57988,-81.710676,"326 Rutland Dr, Aiken, SC 29801, USA",Match
Anderson,http://www.andersonsc.com/,Anderson Independent-Mail,South Carolina,34.5028684,-82.6133049,"1000 Williamston Rd, Anderson, SC 29621, USA",Match
Beaufort,http://www.beaufortgazette.com/,The Beaufort Gazette,South Carolina,32.4399974,-80.6831238,"1809 Boundary St, Beaufort, SC 29902, USA",Match
Charleston,http://www.crbj.com/,Business Journal,South Carolina,32.812712,-79.847887,"1439 Stuart Engals Blvd #200, Mt Pleasant, SC 29464, USA",Match
Beaufort,http://www.lowcountrynow.com/,Carolina Morning News,South Carolina,32.4309144,-80.6697548,"308 Charles St, Beaufort, SC 29902, USA",Match
Charleston,http://www.charlestoncitypaper.com/,Charleston City Paper,South Carolina,32.813301,-79.954564,"1316 Rutledge Ave, Charleston, SC 29403, USA",Match
Gaffney,http://www.the-chronicle.com/,The Chronicle,South Carolina,35.075656,-81.6472052,"423 N Limestone St, Gaffney, SC 29340, USA",Match
Camden,http://www.chronicle-independent.com/,Chronicle Independent,South Carolina,34.2452938,-80.6144794,"909 W Dekalb St, Camden, SC 29020, USA",Match
Pawley's Island,http://www.coastalobserver.com/,The Coastal Observer,South Carolina,33.4488184,-79.1224778,"97 Commerce Dr, Pawleys Island, SC 29585, USA",Match
Columbia,http://www.thecolumbiastar.com/,Columbia Star,South Carolina,33.999443,-81.009309,"723 Queen St, Columbia, SC 29205, USA",Match
Walterboro,http://www.ctdispatch.com/,The Community Times Dispatch,South Carolina,32.9006789,-80.664945,"218 Carn St, Walterboro, SC 29488, USA",Match
Dothan,http://www.dothaneagle.com/,The Dothan Eagle,Alabama,31.2255449,-85.3943397,"227 N Oates St, Dothan, AL 36303, USA",Match
Enterprise,http://www.eprisenow.com/ledger.htm,Enterprise Ledger,Alabama,31.3151708,-85.8552161,"Enterprise, AL 36330, USA",Partial Match
Fort Payne,http://www.times-journal.com/,Fort Payne Times Journal,Alabama,34.4740682,-85.7064204,"811 Greenhill Blvd NW, Fort Payne, AL 35967, USA",Match
Russellville,http://www.franklincountytimes.com/,Franklin County Times,Alabama,34.4982072,-87.7218067,"14131 US-43, Russellville, AL 35653, USA",Match
Gadsden,http://www.gadsdenmessenger.com/,Gadsden Messenger,Alabama,33.9754504,-86.0148945,"1957 Rainbow Dr, Gadsden, AL 35901, USA",Match
Gadsden,http://www.gadsdentimes.com/,Gadsden Times,Alabama,34.0142706,-86.0025188,"401 Locust St, Gadsden, AL 35901, USA",Match
Greenville,http://www.greenvilleadvocate.com/,Greenville Advocate,Alabama,31.8290557,-86.6195306,"103 Hickory St, Greenville, AL 36037, USA",Match
Hartselle,http://www.hartselleenquirer.com/,Hartselle Enquirer,Alabama,34.4437701,-86.9380053,"407 Chestnut St NW, Hartselle, AL 35640, USA",Match
Huntsville,http://www.htimes.com/,Huntsville Times,Alabama,34.7303688,-86.5861037,"Huntsville, AL, USA",Match
Jacksonville,http://www.jaxnews.com/,Jacksonville News,Alabama,30.3237396,-81.6429375,"1070 E Adams St, Jacksonville, FL 32202, USA",Match
Columbus,http://www.ledger-enquirer.com/,Ledger-Enquirer,Alabama,32.4645736,-84.9936505,"945 Broadway St #102, Columbus, GA 31901, USA",Match
Mobile,http://www.mobileregister.com/,Mobile Register,Alabama,30.6986881,-88.0468365,"270 Beauregard St, Mobile, AL 36603, USA",Match
Morrisville,http://www.newsandcitizen.com/,News & Citizen,Vermont,44.5616658,-72.5998108,"92 Lower Main St, Morrisville, VT 05661, USA",Match
