41.284248,-95.863942,55,0,,1400 BIG LAKE ROAD COUNCIL BLUFFS IA 51501,POTTAIA,POTTAWATTAMIE COUNTY JAIL,1400 BIG LAKE ROAD,COUNCIL BLUFFS,POTTAWATTAMIE,IA,51501,8,SPM,OMA,USMS IGA,USMS IGA,Yes,8,04.11.2017,29.11.1995,12,10,15,12,6,12,15,113,47,51,0,10,5,10,10,2,0,6,4,3,3,0,COUNTY (SHERIFF),372,1.02,5405,24,41.284248,-95.863942
32.4195,-97.1969,921,32.4195,,1209 SUNFLOWER LN ALVARADO TX 76009,PRLDCTX,PRAIRIELAND DETENTION FACILITY,1209 SUNFLOWER LN,ALVARADO,JOHNSON,TX,76009,5,DAL,PRL,IGSA,DIGSA,Yes,600,04.11.2017,17.01.2017,655,595,326,0,0,0,729,6111,0,0,161,434,75,251,0,0,0,0,182,100,152,162,LASALLE CORRECTIONS,264,0.72,118999,650,32.420424,-97.196841
37.269,-89.1641,464,37.269,,1026 SHAWNEE COLLEGE ROAD ULLIN IL 62992,PULASIL,PULASKI COUNTY JAIL,1026 SHAWNEE COLLEGE ROAD,ULLIN,PULASKI,IL,62992,7,CHI,CHI,IGSA,IGSA,Yes,172,04.11.2017,26.02.2016,184,171,191,102,0,0,477,2827,1709,0,48,123,48,142,31,71,0,0,52,34,36,49,COUNTY,372,1.02,69552,266,37.271969,-89.164242
32.568134,-116.996883,122,0,,2351 OTAY MESA DRIVE CALIPATRIA CA 92154,QLTYSCA,QUALITY SUITES,2351 OTAY MESA DRIVE,CALIPATRIA,SAN DIEGO,CA,92154,9,SND,SND,Other,Other,Yes,69,04.11.2017,17.03.2014,120,74,22,17,6,3,1146,7993,6170,2267,74,0,22,0,17,0,6,0,0,0,0,74,HOTEL,372,1.02,7996,169,32.568134,-116.996883
44.9567,-93.086,49,44.9567,,425 GROVE STREET ST. PAUL MN 55101,RAADCMN,RAMSEY COUNTY ADULT DETENTION CENTER,425 GROVE STREET,ST. PAUL,RAMSEY,MN,55101,8,SPM,SPM,USMS IGA,USMS IGA,Yes,2,04.11.2017,05.04.1997,6,2,4,11,10,22,20,115,157,134,1,2,1,3,2,9,1,9,1,1,0,1,COUNTY (SHERIFF),353,0.97,1405,14,44.955742,-93.085504
35.118718,-101.866022,9,0,,9100 SOUTH GEORGIA STREET AMARILLO TX 79118,RNDLLTX,RANDALL COUNTY JAIL,9100 SOUTH GEORGIA STREET,AMARILLO,RANDALL,TX,79118,5,DAL,AMT,USMS IGA,USMS IGA,Yes,1,04.11.2017,01.05.2007,11,3,2,1,2,1,36,415,236,313,1,2,1,1,0,1,1,1,1,0,1,1,COUNTY (SHERIFF),249,0.68,767,22,35.118718,-101.866022
38.404207,-77.419184,206,0,,1745 JEFFERSON DAVIS HIGHWAY STAFFORD VA 22554,RAPPSVA,RAPPAHANNOCK REGIONAL JAIL,1745 JEFFERSON DAVIS HIGHWAY,STAFFORD,FREDERICKSBURG CITY,VA,22554,4,WAS,WAS,USMS IGA,USMS IGA,Yes,0,29.04.2015,27.08.1987,0,0,0,0,42,164,0,0,0,303,0,0,0,0,0,0,9,33,0,0,0,0,COUNTY (JAILER),0,0,0,0,38.404207,-77.419184
38.351116,-98.186208,1,0,,1482 WEST UNITED STATES HIGHWAY 56 LYONS KS 67554,RICECKS,RICE COUNTY DETENTION CENTER,1482 WEST UNITED STATES HIGHWAY 56,LYONS,RICE,KS,67554,10,CHI,WIC,IGSA,IGSA,Yes,0,14.10.2013,23.06.2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COUNTY (SHERIFF),0,0,0,0,38.351116,-98.186208
38.3063,-121.422,768,38.3063,,12500 BRUCEVILLE ROAD ELK GROVE CA 95757,RIOCCCA,RIO COSUMNES CORR. CENTER,12500 BRUCEVILLE ROAD,ELK GROVE,SACRAMENTO,CA,95757,9,SFR,SAC,IGSA,IGSA,Yes,180,04.11.2017,12.07.2013,198,170,126,136,135,201,263,1154,1007,1426,23,148,9,117,5,132,7,129,93,28,27,23,COUNTY (SHERIFF),360,0.99,46004,207,38.304983,-121.42003
27.3777,-99.4901,2404,27.3777,,1001 SAN RIO BOULEVARD LAREDO TX 78046,RGRNDTX,RIO GRANDE DETENTION CENTER,1001 SAN RIO BOULEVARD,LAREDO,WEBB,TX,78046,5,SNA,LRD,USMS IGA,USMS IGA,Yes,680,04.11.2017,01.01.2014,680,574,524,476,444,386,1087,11226,14781,13233,523,52,450,74,375,101,344,101,5,18,29,523,GEO,372,1.02,191158,676,27.380057,-99.486369
26.151929,-97.350906,54,0,,27991 BUENA VISTA BLVD LOS FRESNOS TX 78566,RGS,RIO GRANDE VALLEY STAGING,27991 BUENA VISTA BLVD,LOS FRESNOS,CAMERON,TX,78566,5,SNA,PIC,Other,STAGING,Yes,0,03.08.2017,04.06.2010,0,0,0,0,0,54,3,14,149,42,0,0,0,0,0,0,0,0,0,0,0,0,,12,0.03,13,2,26.151929,-97.350906
37.271404,-79.947114,5,0,,340 CAMPBELL AVENUE SOUTHWEST ROANOKE VA 24016,RONKEVA,ROANOKE CITY JAIL,340 CAMPBELL AVENUE SOUTHWEST,ROANOKE,ROANOKE,VA,24016,4,WAS,WAS,IGSA,IGSA,Yes,1,04.11.2017,25.11.2008,4,2,1,1,1,0,40,162,149,140,0,1,0,1,0,1,0,1,0,0,0,0,CITY,216,0.59,349,8,37.271404,-79.947114
41.50876,-90.581441,5,0,,1317 3RD AVENUE ROCK ISLAND IL 61201,ROCKIIL,ROCK ISLAND COUNTY CORRECTIONAL CENTER,1317 3RD AVENUE,ROCK ISLAND,ROCK ISLAND,IL,61201,7,CHI,CHI,USMS IGA,USMS IGA,Yes,0,03.11.2017,18.11.1998,5,1,1,1,1,1,44,217,183,137,0,1,0,1,0,1,0,1,1,0,0,0,COUNTY (SHERIFF),213,0.58,418,6,41.50876,-90.581441
38.449523,-78.870586,2,0,,25 SOUTH LIBERTY STREET HARRISONBURG VA 22801,ROCKIVA,ROCKINGHAM COUNTY JAIL,25 SOUTH LIBERTY STREET,HARRISONBURG,HARRISONBURG CITY,VA,22801,4,WAS,WAS,USMS IGA,USMS IGA,Yes,1,04.11.2017,13.11.1989,4,1,1,0,0,0,32,110,75,45,1,1,0,0,0,0,0,0,0,0,0,1,COUNTY (SHERIFF),157,0.43,203,3,38.449523,-78.870586
33.1714,-99.7201,1575,33.1714,,118 COUNTY ROAD 206 HASKELL TX 79521,HASKLTX,ROLLING PLAINS DETENTION CENTER,118 COUNTY ROAD 206,HASKELL,HASKELL,TX,79521,5,DAL,DAL,IGSA,IGSA,Yes,0,23.03.2017,18.06.2000,0,0,173,490,440,472,34,2156,6185,6120,0,0,23,150,122,368,157,284,0,0,0,0,LASALLE CORRECTIONS,171,0.47,62971,520,33.178452,-99.720047
38.582708,-121.497752,6,0,,651 I STREET SACRAMENTO CA 95814,SACRACA,SACRAMENTO COUNTY JAIL,651 I STREET,SACRAMENTO,SACRAMENTO,CA,95814,9,SFR,SAC,USMS IGA,USMS IGA,Yes,0,31.07.2017,20.05.1997,0,0,0,0,0,6,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,COUNTY (SHERIFF),1,0,1,1,38.582708,-121.497752
42.9423,-82.4795,302,42.9423,,1170 MICHIGAN ROAD PORT HURON MI 48060,STCLAMI,SAINT CLAIR COUNTY JAIL,1170 MICHIGAN ROAD,PORT HURON,SAINT CLAIR,MI,48060,6,DET,DET,IGSA,IGSA,Yes,89,04.11.2017,05.09.1991,90,82,61,69,41,49,113,559,567,506,48,34,30,31,31,38,14,27,15,6,13,48,COUNTY (SHERIFF),372,1.02,22431,86,42.941496,-82.481391
30.479048,-90.095151,33,0,,701 NORTH COLUMBIA STREET COVINGTON LA 70433,STTAMLA,SAINT TAMMANY PARISH JAIL,701 NORTH COLUMBIA STREET,COVINGTON,SAINT TAMMANY,LA,70433,5,NOL,NOL,IGSA,IGSA,Yes,8,04.11.2017,18.04.2012,24,11,9,4,4,5,244,1359,668,630,9,3,5,4,2,2,1,3,1,1,1,9,COUNTY (SHERIFF),368,1.01,3192,46,30.479048,-90.095151
39.633469,-75.35897,1,0,,125 CEMETERY ROAD WOODSTOWN NJ 80898,SALEMNJ,SALEM COUNTY CORRECTIONAL FACILITY,125 CEMETERY ROAD,WOODSTOWN,COUNTY,NJ,80898,3,NEW,NEW,USMS IGA,USMS IGA,Yes,2,04.11.2017,09.05.1986,2,1,0,0,0,0,6,21,5,0,1,0,0,0,0,0,0,0,0,0,0,1,COUNTY (SHERIFF),52,0.14,53,3,39.633469,-75.35897
40.6969,-111.916848,2,0,,3415 SOUTH 900 WEST SALT LAKE CITY UT 84119,SLSLCUT,SALT LAKE COUNTY METRO JAIL,3415 SOUTH 900 WEST,SALT LAKE CITY,SALT LAKE,UT,84119,10,SLC,SLC,USMS IGA,USMS IGA,Yes,0,29.10.2017,02.03.1993,5,1,1,0,0,0,41,280,54,12,0,1,0,1,0,0,0,0,0,0,0,0,COUNTY (SHERIFF),135,0.37,363,14,40.6969,-111.916848
